"clip","worst_abs_bias","mean_abs_bias","max_clipping_rate","max_fail_rate","selected"
0.001,0.0293771494485715,0.0247042774663161,0.000483333333333338,0,TRUE
1e-04,0.0293773632469351,0.0247044212180943,5.00000000000006e-05,0,FALSE
1e-05,0.0293773666260551,0.0247044229076543,1.66666666666668e-05,0,FALSE
1e-06,0.0293773667041113,0.0247044229466824,0,0,FALSE
