"stage","estimator","n_reps","mean_est","bias","mc_se_bias","sd","rmse","mean_se","coverage","mc_se_cov","mean_T","V_emp","T_over_V","mc_se_T_over_V","sd_over_mean_se","mean_W","mean_B_between","mean_df"
"5r","ordinal_refit_n2000_B25",200,1.01597507448464,0.0159750744846416,0.00735492009434629,0.104014277475949,0.1049765596409,0.114433341765057,0.96,0.013856406460551,0.0131296342529951,0.0108189699188438,1.21357526192274,0.121662062495925,0.908950799405135,0.00876442157819666,0.00419731987961385,212.736497586054
