"stage","estimator","n_reps","mean_est","bias","mc_se_bias","sd","rmse","mean_se","coverage","mc_se_cov"
"3j","improper_plbf_t1.5",100,1.46143116917229,-0.0385688308277101,0.0148397761578357,0.148397761578357,0.152608097414484,0.120700304807397,0.88,0.0324961536185438
"3j","improper_plbf_t3",100,2.8842565065779,-0.115743493422099,0.0181169664699791,0.181169664699791,0.214221332277884,0.124487391545013,0.68,0.0466476151587624
"3j","boot_plbf_t1.5",100,1.47735523799923,-0.0226447620007664,0.0151263593549718,0.151263593549718,0.152199386438678,0.136463005578278,0.91,0.0286181760425084
"3j","boot_plbf_t3",100,2.89367759352027,-0.106322406479732,0.018007465475417,0.18007465475417,0.208343626232305,0.161135743612376,0.83,0.0375632799419859
