"theta","learner","rep","var_ratio","p_het","theta_hat","theta_bias"
1.5,"ranger",82,1.01242312630937,0.852526385335131,1.50289884049186,0.00289884049186151
1.5,"ranger",83,1.02437548076256,0.715761300072524,1.4881306326663,-0.0118693673337025
1.5,"ranger",84,0.912487887488459,0.161042488790347,1.54528549360678,0.0452854936067777
1.5,"ranger",85,0.91802214644674,0.184797029928129,1.26510633193778,-0.234893668062216
1.5,"ranger",86,1.077057141073,0.257359568746742,1.36842733631046,-0.131572663689539
1.5,"ranger",87,1.01161530947634,0.86516484323094,1.25923247998059,-0.240767520019408
1.5,"ranger",88,1.01159222244653,0.864353136534694,1.36784494763456,-0.132155052365439
1.5,"ranger",89,0.945173721384949,0.381957507251417,1.04793361914444,-0.45206638085556
1.5,"ranger",90,0.99461777958715,0.929849523905331,1.2869381592497,-0.213061840750301
1.5,"ranger",91,1.06049119880695,0.369238613317927,1.69240165724148,0.192401657241482
1.5,"ranger",92,0.977526470191469,0.723236301711611,1.39839561028023,-0.101604389719774
1.5,"ranger",93,0.982732256937677,0.784743492934252,1.47418096619219,-0.0258190338078124
1.5,"ranger",94,0.84857096406574,0.0112116889702463,1.2872610222692,-0.212738977730801
1.5,"ranger",95,1.01657234846537,0.805627913503386,1.35500903622138,-0.144990963778624
1.5,"ranger",96,1.02411194234716,0.719683973244227,1.29102399429436,-0.208976005705639
1.5,"ranger",97,0.974533290517335,0.689353909466091,1.42437783813496,-0.0756221618650426
1.5,"ranger",98,0.939077221741054,0.331676013736424,1.36028372388094,-0.139716276119058
1.5,"ranger",99,0.881919751220203,0.0516943131717323,1.59646435691536,0.0964643569153587
1.5,"ranger",100,1.06058747557177,0.367106427194794,1.49029221986611,-0.0097077801338874
1.5,"nnet_d0.01",1,0.846242886463388,0.0101987200285412,1.62821466012328,0.128214660123284
1.5,"nnet_d0.01",2,0.951108732951837,0.434266714778131,1.69779610691469,0.197796106914692
1.5,"nnet_d0.01",3,1.04897666679244,0.46742734223997,1.50236018639394,0.00236018639393643
1.5,"nnet_d0.01",4,1.00104852801366,0.991451211548579,1.4510950898312,-0.0489049101687982
1.5,"nnet_d0.01",5,0.963403044513269,0.566542790747035,1.86326115108797,0.363261151087966
1.5,"nnet_d0.01",6,0.914997819628396,0.170652864653071,1.81422997337985,0.314229973379846
1.5,"nnet_d0.01",7,0.98163388011759,0.773473477325486,1.59784569913441,0.0978456991344143
1.5,"nnet_d0.01",8,0.935538498391753,0.303320476729077,1.98207693269863,0.482076932698634
1.5,"nnet_d0.01",9,0.950705134404482,0.436606103821095,1.54389869369621,0.0438986936962082
1.5,"nnet_d0.01",10,0.910127024008782,0.145930922629958,1.68372992042789,0.183729920427886
1.5,"nnet_d0.01",11,0.857228963170254,0.0183880377912453,1.37328698750331,-0.126713012496694
1.5,"nnet_d0.01",12,0.918335497107471,0.189576384206782,1.79215498630792,0.292154986307918
1.5,"nnet_d0.01",13,0.996587770645106,0.953973996070583,1.74731510343904,0.247315103439036
1.5,"nnet_d0.01",14,0.851858791568487,0.0126374205377477,1.53339606195025,0.0333960619502531
1.5,"nnet_d0.01",15,0.909738386450738,0.144944102093092,1.86268104728433,0.362681047284334
1.5,"nnet_d0.01",16,0.983110496495932,0.788670244764937,1.47345023715712,-0.0265497628428786
1.5,"nnet_d0.01",17,0.976768148114464,0.714120309411667,1.35088911506152,-0.149110884938479
1.5,"nnet_d0.01",18,1.05923497714181,0.381987105975079,1.8440853479071,0.344085347907104
1.5,"nnet_d0.01",19,0.94496740015222,0.38184653576227,1.68130910089078,0.181309100890777
1.5,"nnet_d0.01",20,0.874287741890368,0.0382823813567975,1.86452562004012,0.364525620040118
1.5,"nnet_d0.01",21,0.912524343074383,0.158483937192186,1.44089611928994,-0.0591038807100601
1.5,"nnet_d0.01",22,0.852750368678541,0.01383442137196,1.53878758588172,0.038787585881715
1.5,"nnet_d0.01",23,0.957444246222912,0.502061358046273,1.78658377080157,0.286583770801567
1.5,"nnet_d0.01",24,0.93191140347805,0.273936424168334,1.50236917361497,0.00236917361496558
1.5,"nnet_d0.01",25,0.951036047914855,0.439753255848873,1.55931509246347,0.0593150924634658
1.5,"nnet_d0.01",26,0.953069733330734,0.457684655350565,1.35174777192049,-0.148252228079509
1.5,"nnet_d0.01",27,0.991981585700073,0.897694700374769,1.44166584875309,-0.0583341512469144
1.5,"nnet_d0.01",28,0.914138134362061,0.162439029463543,1.50575191190041,0.00575191190040858
