"theta0","B","V_emp","V_emp_se","T_emp","T_emp_se","V_pred","T_pred","V_z","T_z","ratio_pred","sig_e","sig_u","GtSgG","GtC"
1,1,15.5054221925853,0.34675512752485,NA,NA,15.3518964381197,15.4858121470957,0.442749774347931,NA,1.00872307271716,1.26862502886509,2.02124310483111,4.07672890186746,1.95428525034311
1,2,12.1750234240185,0.272275836644577,12.6149251728914,0.203585068256835,12.30291043477,12.436826143746,-0.46969651191798,0.874813809629173,1.01088488042614,1.26862502886509,2.02124310483111,4.07672890186746,1.95428525034311
1,5,10.3925216324321,0.232412901706218,10.5991082945187,0.0810692714337172,10.4735188327601,10.6074345417361,-0.348505611062941,-0.102705341619711,1.01278612385335,1.26862502886509,2.02124310483111,4.07672890186746,1.95428525034311
1,20,9.51656702760983,0.212823512463637,9.73047725750289,0.0336579063817028,9.55882303175519,9.6927387407312,-0.198549510137324,1.12123779606802,1.01400964412995,1.26862502886509,2.02124310483111,4.07672890186746,1.95428525034311
3,1,93.603875402011,2.09330796341461,NA,NA,92.3061315766385,91.5373883879418,0.619948831253501,NA,0.991671807976716,0.579934911596054,2.70993322210014,41.4138269050155,3.09430481644845
3,2,69.7940862083409,1.56083832887999,69.4980042656042,1.45603268702396,70.2442515130773,69.4755083243805,-0.288412512947045,0.0154501622279443,0.98905614093484,0.579934911596054,2.70993322210014,41.4138269050155,3.09430481644845
3,5,56.4263292837467,1.26188882595543,56.71282850177,0.591221451184405,57.0071234749405,56.2383802862438,-0.460257812929005,0.802488161713013,0.986514962660155,0.579934911596054,2.70993322210014,41.4138269050155,3.09430481644845
3,20,49.8952428045993,1.11583103424721,49.7044753418353,0.237114035980142,50.3885594558721,49.6198162671754,-0.442106946421018,0.357039490766348,0.984743695850842,0.579934911596054,2.70993322210014,41.4138269050155,3.09430481644845
