"estimator","truth","estimate","se","covered","bootstrap_success","cell","primary","clip","cell_n","cell_p","outer_folds","inner_folds","bootstrap_reps","replication","bootstrap_fit_timeout"
"raw_label",0.75,0.114503332624847,0.00692435523308292,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,30,600
"index_projection",0.75,0.631725240030874,0.0440360356354426,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,30,600
"sudo",0.75,0.631652928502918,0.0426782114269533,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,30,600
"scaled",0.75,0.631578810481461,0.0424570894814362,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,30,600
"orthogonal",0.75,0.671837761523607,0.0479776073649018,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,30,600
"targeted_projection",0.75,0.695090125233022,0.0489331496764449,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,30,600
"targeted_sudo",0.75,0.673425726931622,0.0466770704270463,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,30,600
"direct",0.75,0.695556038144203,0.0461026228917174,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,31,600
"raw_label",0.75,0.130905252092538,0.0077681856588994,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,31,600
"index_projection",0.75,0.695754102320828,0.0458200045487543,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,31,600
"sudo",0.75,0.709318237640183,0.0468793594203199,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,31,600
"scaled",0.75,0.723862400092661,0.0496292292823933,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,31,600
"orthogonal",0.75,0.747399213117976,0.0617164263007555,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,31,600
"targeted_projection",0.75,0.782050836924628,0.0528830822437431,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,31,600
"targeted_sudo",0.75,0.761042666042184,0.0516849359311263,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,31,600
"direct",0.75,0.638367410206877,0.0478429264420257,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,32,600
"raw_label",0.75,0.118949169782657,0.0080909754729785,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,32,600
"index_projection",0.75,0.637309132455273,0.0478234049135523,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,32,600
"sudo",0.75,0.644481009516094,0.0469418614566409,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,32,600
"scaled",0.75,0.651988368673193,0.0481541965029888,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,32,600
"orthogonal",0.75,0.69134785646706,0.0548113825269999,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,32,600
"targeted_projection",0.75,0.707114988327226,0.053393149998589,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,32,600
"targeted_sudo",0.75,0.689423758716154,0.0518536585390478,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,32,600
"direct",0.75,0.69932127203768,0.0398013755037163,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,33,600
"raw_label",0.75,0.131303584647389,0.0069834712236802,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,33,600
"index_projection",0.75,0.695863187786449,0.0398766846061904,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,33,600
"sudo",0.75,0.716440955672556,0.0410440853162363,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,33,600
"scaled",0.75,0.738014834938898,0.0448927175619884,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,33,600
"orthogonal",0.75,0.798955793751985,0.0481527107461624,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,33,600
"targeted_projection",0.75,0.78114309338121,0.0460181726077133,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,33,600
"targeted_sudo",0.75,0.766297246127432,0.0449946676303457,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,33,600
"direct",0.75,0.620785719501396,0.0393988260597803,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,34,600
"raw_label",0.75,0.116852932719856,0.00656742233946484,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,34,600
"index_projection",0.75,0.620797950886317,0.0396323179200561,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,34,600
"sudo",0.75,0.639145028227117,0.0388852164820764,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,34,600
"scaled",0.75,0.658182385688009,0.0404808704716844,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,34,600
"orthogonal",0.75,0.715803627350442,0.0488243106952914,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,34,600
"targeted_projection",0.75,0.69864398189833,0.0453590123386927,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,34,600
"targeted_sudo",0.75,0.684472639145852,0.0442144420831288,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,34,600
"direct",0.75,0.665236249540935,0.0385568837075864,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,35,600
"raw_label",0.75,0.121465071405115,0.00662500916673425,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,35,600
"index_projection",0.75,0.665158423567645,0.03867260078241,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,35,600
"sudo",0.75,0.678096824038132,0.0395822592203734,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,35,600
"scaled",0.75,0.692208483053645,0.0427844222424059,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,35,600
"orthogonal",0.75,0.721143225036832,0.0488036649174475,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,35,600
"targeted_projection",0.75,0.755257632049793,0.0459951983659006,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,35,600
"targeted_sudo",0.75,0.732256414728024,0.0446840862020198,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,35,600
"direct",0.75,0.629159360856908,0.0385531994151837,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,36,600
"raw_label",0.75,0.12186439299879,0.00719817787650571,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,36,600
"index_projection",0.75,0.626028459787585,0.0386682279711299,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,36,600
"sudo",0.75,0.640618704331489,0.0396667923476842,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,36,600
"scaled",0.75,0.654808093406809,0.0427623725700897,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,36,600
"orthogonal",0.75,0.682103096998714,0.0485781896495005,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,36,600
"targeted_projection",0.75,0.698751668538048,0.0453121115299729,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,36,600
"targeted_sudo",0.75,0.68187138633516,0.0441470296738867,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,36,600
"direct",0.75,0.662267213881236,0.0390921729903076,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,37,600
"raw_label",0.75,0.127548608723804,0.00689482041418428,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,37,600
"index_projection",0.75,0.663204078602605,0.0393457437143624,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,37,600
"sudo",0.75,0.672476223791695,0.0400042310447254,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,37,600
"scaled",0.75,0.681687820071447,0.0424769025404691,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,37,600
"orthogonal",0.75,0.692643995916362,0.0476454043231451,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,37,600
"targeted_projection",0.75,0.732860766901564,0.0447801066794147,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,37,600
"targeted_sudo",0.75,0.711002009569301,0.0436705041774087,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,37,600
"direct",0.75,0.659457962539849,0.0430428702045506,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,38,600
"raw_label",0.75,0.123389466495779,0.00737230960101171,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,38,600
"index_projection",0.75,0.660760505813854,0.0432819377807236,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,38,600
"sudo",0.75,0.669613516454898,0.0439468500738824,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,38,600
"scaled",0.75,0.678772990120333,0.0467121726806355,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,38,600
"orthogonal",0.75,0.714876033313174,0.0581489887330046,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,38,600
"targeted_projection",0.75,0.726577039076059,0.049274637708064,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,38,600
"targeted_sudo",0.75,0.709465299287428,0.0476969928169196,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,38,600
"direct",0.75,0.659400935447176,0.0397145891603737,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,39,600
"raw_label",0.75,0.126526911114347,0.00671559394586895,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,39,600
"index_projection",0.75,0.656940295756584,0.0398978436048489,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,39,600
"sudo",0.75,0.677413658327515,0.0405861083254003,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,39,600
"scaled",0.75,0.698587451405512,0.0433613516451961,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,39,600
"orthogonal",0.75,0.741618753192558,0.0490387527525115,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,39,600
"targeted_projection",0.75,0.741568746078899,0.0463732694212382,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,39,600
"targeted_sudo",0.75,0.726615319785599,0.0452961443922929,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,39,600
"direct",0.75,0.613559733732287,0.0395674200953781,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,40,600
"raw_label",0.75,0.114835652976862,0.00670119328528889,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,40,600
"index_projection",0.75,0.612370812835157,0.039520864392746,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,40,600
"sudo",0.75,0.625363209954871,0.0397997013954899,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,40,600
"scaled",0.75,0.638379402116464,0.0416644311979746,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,40,600
"orthogonal",0.75,0.684956498467638,0.0488768853352061,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,40,600
"targeted_projection",0.75,0.677118306728791,0.0442104993467593,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,40,600
"targeted_sudo",0.75,0.663374192253598,0.0432889113752351,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,40,600
"direct",0.75,0.654974067426706,0.0453258236342495,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,41,600
"raw_label",0.75,0.124387505568968,0.00815812035284694,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,41,600
"index_projection",0.75,0.656086073216446,0.0452705868860874,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,41,600
"sudo",0.75,0.669043507271875,0.0447241024962628,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,41,600
"scaled",0.75,0.682335239255875,0.0460532417452318,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,41,600
"orthogonal",0.75,0.724288085197167,0.0509794804583724,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,41,600
"targeted_projection",0.75,0.73156465567268,0.0520236123834494,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,41,600
"targeted_sudo",0.75,0.715203542193565,0.0501359974403847,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,41,600
"direct",0.75,0.569546298815188,0.0448651651113841,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,42,600
"raw_label",0.75,0.106770010880818,0.00765263998600249,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,42,600
"index_projection",0.75,0.570291331046361,0.044790626567173,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,42,600
"sudo",0.75,0.577917147620921,0.0437753742108689,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,42,600
"scaled",0.75,0.585317153437104,0.0451288790403355,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,42,600
"orthogonal",0.75,0.644366379888396,0.0475746110131753,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,42,600
"targeted_projection",0.75,0.630036410987166,0.0497241909187777,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,42,600
"targeted_sudo",0.75,0.61604737900019,0.047923111881161,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,42,600
"direct",0.75,0.610937690632129,0.0432911983612708,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,43,600
"raw_label",0.75,0.115637932991713,0.00727515063126464,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,43,600
"index_projection",0.75,0.610466783653463,0.043566113017264,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,43,600
"sudo",0.75,0.618906833885269,0.0426893467125158,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,43,600
"scaled",0.75,0.627595236941183,0.0439333236716598,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,43,600
"orthogonal",0.75,0.656923274949215,0.0482652199282414,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,43,600
"targeted_projection",0.75,0.673342096067552,0.0486735785705419,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,43,600
"targeted_sudo",0.75,0.659802706804327,0.0468342382681804,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,43,600
"direct",0.75,0.690554251589238,0.0383209248786496,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,44,600
"raw_label",0.75,0.129549933251209,0.0070336228249112,FALSE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,44,600
"index_projection",0.75,0.691000518192288,0.0383455213259804,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,44,600
"sudo",0.75,0.705341371908232,0.0393447250756131,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,44,600
"scaled",0.75,0.720527172980726,0.0425574807969797,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,44,600
"orthogonal",0.75,0.759196859314535,0.0462068236899748,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,44,600
"targeted_projection",0.75,0.768922068868116,0.0457193078989663,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,44,600
"targeted_sudo",0.75,0.750944001515763,0.0444048749881429,TRUE,0.98989898989899,"confounded",TRUE,0.001,3000,80,5,5,99,44,600
"direct",0.75,0.697929823196883,0.0380760284511017,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,45,600
"raw_label",0.75,0.130257294275244,0.00716167895584243,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,45,600
"index_projection",0.75,0.696992423935177,0.0378879600749609,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,45,600
"sudo",0.75,0.711547990711611,0.0399198500829958,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,45,600
"scaled",0.75,0.727266237800713,0.0444593957447922,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,45,600
"orthogonal",0.75,0.748324878874022,0.0500452578947722,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,45,600
"targeted_projection",0.75,0.780354528538637,0.0452632209040496,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,45,600
"targeted_sudo",0.75,0.760588598794048,0.0449180937185477,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,45,600
"direct",0.75,0.69557005359888,0.0444657714733706,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,46,600
"raw_label",0.75,0.127916890547308,0.00770808108884727,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,46,600
"index_projection",0.75,0.692960583933277,0.0442740273974938,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,46,600
"sudo",0.75,0.70431495984988,0.0459431714259151,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,46,600
"scaled",0.75,0.716629046557321,0.0500521460246509,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,46,600
"orthogonal",0.75,0.756840341865572,0.0523772377450267,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,46,600
"targeted_projection",0.75,0.7763917101739,0.0551164361135276,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,46,600
"targeted_sudo",0.75,0.75424072585666,0.0535765555530505,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,46,600
"direct",0.75,0.679766372658507,0.0443465836353311,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,47,600
"raw_label",0.75,0.132512895221619,0.00796633373827666,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,47,600
"index_projection",0.75,0.679537251397203,0.0439885693792247,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,47,600
"sudo",0.75,0.696742737329692,0.0456983795006137,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,47,600
"scaled",0.75,0.714325047461924,0.0496435252987847,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,47,600
"orthogonal",0.75,0.752189725199821,0.0543086893892054,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,47,600
"targeted_projection",0.75,0.758675140900051,0.0527605721668634,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,47,600
"targeted_sudo",0.75,0.742516231091196,0.051250692157507,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,47,600
"direct",0.75,0.660208981414959,0.0465349224803111,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,48,600
"raw_label",0.75,0.125199894651705,0.00812490141367646,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,48,600
"index_projection",0.75,0.66191775059911,0.0465044995320471,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,48,600
"sudo",0.75,0.672684917915934,0.0458880925693413,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,48,600
"scaled",0.75,0.683931407856321,0.0476657106476057,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,48,600
"orthogonal",0.75,0.701494082090515,0.0536231660463005,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,48,600
"targeted_projection",0.75,0.73249409926646,0.0524924840109056,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,48,600
"targeted_sudo",0.75,0.713417235274553,0.0512006924717944,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,48,600
"direct",0.75,0.695966237436313,0.0385124175471411,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,49,600
"raw_label",0.75,0.132070979666318,0.00758887450535834,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,49,600
"index_projection",0.75,0.69442107343796,0.0385175236730133,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,49,600
"sudo",0.75,0.704631218508268,0.0412997501738781,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,49,600
"scaled",0.75,0.715248750300764,0.0460796435801057,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,49,600
"orthogonal",0.75,0.755412259001798,0.0526102241116155,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,49,600
"targeted_projection",0.75,0.765067256084147,0.0480828201318959,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,49,600
"targeted_sudo",0.75,0.745950875888858,0.0474524772333844,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,49,600
"direct",0.75,0.677023942990824,0.0449209750633251,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,50,600
"raw_label",0.75,0.126655441327239,0.00771728785080671,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,50,600
"index_projection",0.75,0.674297193695948,0.0448838049294047,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,50,600
"sudo",0.75,0.681792043392411,0.0446422626808668,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,50,600
"scaled",0.75,0.689712037779586,0.0465645385556647,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,50,600
"orthogonal",0.75,0.734032505296633,0.0461353957042698,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,50,600
"targeted_projection",0.75,0.739893115282888,0.0516051752565914,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,50,600
"targeted_sudo",0.75,0.724581400695921,0.0497641933954616,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,50,600
