"estimator","truth","estimate","se","covered","bootstrap_success","cell","primary","clip","cell_n","cell_p","outer_folds","inner_folds","bootstrap_reps","replication","bootstrap_fit_timeout"
"raw_label",0.75,0.159599899191138,0.00701836428205311,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,27,Inf
"index_projection",0.75,0.783530035173274,0.0366650816216922,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,27,Inf
"sudo",0.75,0.812575211005208,0.0392427997699461,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,27,Inf
"scaled",0.75,0.842095866717705,0.0446696129327947,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,27,Inf
"orthogonal",0.75,0.864172354609087,0.0520737545825224,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,27,Inf
"targeted_projection",0.75,0.866408075148149,0.0460996296495598,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,27,Inf
"targeted_sudo",0.75,0.855290481235141,0.0452265582045727,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,27,Inf
"direct",0.75,0.597068677594287,0.0389329386792943,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,28,Inf
"raw_label",0.75,0.127475598253193,0.00796846982155044,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,28,Inf
"index_projection",0.75,0.596199629779946,0.0390023335452535,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,28,Inf
"sudo",0.75,0.618400834484033,0.0407345023788179,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,28,Inf
"scaled",0.75,0.637045360467422,0.0438806758413303,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,28,Inf
"orthogonal",0.75,0.626056562993992,0.0522872069160768,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,28,Inf
"targeted_projection",0.75,0.648436038901243,0.0447460723919522,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,28,Inf
"targeted_sudo",0.75,0.6427128195954,0.0437221576273644,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,28,Inf
"direct",0.75,0.654340732505376,0.0453275973000177,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,29,Inf
"raw_label",0.75,0.132918743293645,0.00884841730683606,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,29,Inf
"index_projection",0.75,0.649360318152715,0.0457625110078596,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,29,Inf
"sudo",0.75,0.675121178516641,0.0473316408046414,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,29,Inf
"scaled",0.75,0.698970515396939,0.0506351125864347,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,29,Inf
"orthogonal",0.75,0.727578052133872,0.0511177298598865,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,29,Inf
"targeted_projection",0.75,0.723835395522563,0.0517006016069876,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,29,Inf
"targeted_sudo",0.75,0.714675389683864,0.0503155825523302,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,29,Inf
"direct",0.75,0.659595588839166,0.036987767905086,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,30,Inf
"raw_label",0.75,0.133867231604161,0.00691670105025081,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,30,Inf
"index_projection",0.75,0.660209557864775,0.0371291298167631,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,30,Inf
"sudo",0.75,0.685339172384451,0.0384827515806771,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,30,Inf
"scaled",0.75,0.709122511250919,0.0415809550485256,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,30,Inf
"orthogonal",0.75,0.724087770671546,0.0481158564786559,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,30,Inf
"targeted_projection",0.75,0.722089784353157,0.0448019105108982,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,30,Inf
"targeted_sudo",0.75,0.716037883719733,0.0431822817686647,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,30,Inf
"direct",0.75,0.730043493749428,0.0444092346094727,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,31,Inf
"raw_label",0.75,0.146664281054562,0.00837651686714106,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,31,Inf
"index_projection",0.75,0.731036019551133,0.0438849748639677,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,31,Inf
"sudo",0.75,0.752367935239618,0.0471590299795032,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,31,Inf
"scaled",0.75,0.773379271919382,0.0524961018651407,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,31,Inf
"orthogonal",0.75,0.786937990528472,0.0611456527950003,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,31,Inf
"targeted_projection",0.75,0.804374457533326,0.0564797168407554,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,31,Inf
"targeted_sudo",0.75,0.79213388290587,0.0549872776389342,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,31,Inf
"direct",0.75,0.79732382886987,0.0416717653247941,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,32,Inf
"raw_label",0.75,0.152696851696894,0.00750254366421065,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,32,Inf
"index_projection",0.75,0.797521669518295,0.0410357379401871,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,32,Inf
"sudo",0.75,0.821183075544417,0.0432083359767892,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,32,Inf
"scaled",0.75,0.847638422874243,0.0476718537069433,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,32,Inf
"orthogonal",0.75,0.882675444157562,0.05277918000105,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,32,Inf
"targeted_projection",0.75,0.88974513482977,0.0518569502953395,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,32,Inf
"targeted_sudo",0.75,0.874684865909315,0.0506324756536709,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,32,Inf
"direct",0.75,0.683789630679396,0.040493896269811,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,33,Inf
"raw_label",0.75,0.140928949353326,0.00780819818520158,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,33,Inf
"index_projection",0.75,0.685858262475797,0.040291033855614,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,33,Inf
"sudo",0.75,0.707770681197919,0.0420720277275516,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,33,Inf
"scaled",0.75,0.728536771976969,0.0459202661376323,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,33,Inf
"orthogonal",0.75,0.745747156944587,0.0492247197862291,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,33,Inf
"targeted_projection",0.75,0.752133235507032,0.0496919669513467,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,33,Inf
"targeted_sudo",0.75,0.742003383157826,0.0481494279467606,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,33,Inf
"direct",0.75,0.712007623352381,0.036661503948694,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,34,Inf
"raw_label",0.75,0.144118027350014,0.00720030343953077,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,34,Inf
"index_projection",0.75,0.708664281303159,0.0364221798885575,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,34,Inf
"sudo",0.75,0.729841179775594,0.0373538740355266,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,34,Inf
"scaled",0.75,0.750478849964896,0.0402743089467987,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,34,Inf
"orthogonal",0.75,0.756265239784001,0.054939758236337,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,34,Inf
"targeted_projection",0.75,0.787000662699401,0.0435009123163974,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,34,Inf
"targeted_sudo",0.75,0.774456228643621,0.0425817735766184,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,34,Inf
"direct",0.75,0.676085461549232,0.03799483293069,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,35,Inf
"raw_label",0.75,0.135983924573326,0.00723643531256951,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,35,Inf
"index_projection",0.75,0.674934813125155,0.0384809472285803,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,35,Inf
"sudo",0.75,0.697798092972519,0.0397189235780744,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,35,Inf
"scaled",0.75,0.719737285512425,0.0428420558674729,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,35,Inf
"orthogonal",0.75,0.717093426706483,0.0564935715283922,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,35,Inf
"targeted_projection",0.75,0.735149650673554,0.0448936890054017,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,35,Inf
"targeted_sudo",0.75,0.727629652945174,0.0437391552766834,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,35,Inf
"direct",0.75,0.723144605262869,0.0377321175430945,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,36,Inf
"raw_label",0.75,0.14317183569115,0.007131606525643,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,36,Inf
"index_projection",0.75,0.724700610676137,0.0381319146963172,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,36,Inf
"sudo",0.75,0.747725665672985,0.0410329345334779,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,36,Inf
"scaled",0.75,0.771367496783707,0.0463929018885251,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,36,Inf
"orthogonal",0.75,0.756009126976268,0.0600248335881873,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,36,Inf
"targeted_projection",0.75,0.797908836830774,0.0487621851088863,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,36,Inf
"targeted_sudo",0.75,0.786221512859782,0.0475792159923357,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,36,Inf
"direct",0.75,0.621256872311891,0.0427491722278334,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,37,Inf
"raw_label",0.75,0.127700346275586,0.00788452520530836,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,37,Inf
"index_projection",0.75,0.623832056106477,0.0430790405763373,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,37,Inf
"sudo",0.75,0.642731477887999,0.0442012234529013,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,37,Inf
"scaled",0.75,0.659983709563164,0.0468578919988103,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,37,Inf
"orthogonal",0.75,0.675382377163192,0.0503457160205349,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,37,Inf
"targeted_projection",0.75,0.677264854326703,0.0506067876965226,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,37,Inf
"targeted_sudo",0.75,0.6692538862138,0.0487125246178945,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,37,Inf
"direct",0.75,0.6284111573555,0.0441839563346473,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,38,Inf
"raw_label",0.75,0.127944830025174,0.00834724340235404,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,38,Inf
"index_projection",0.75,0.629409186608631,0.0440227233702166,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,38,Inf
"sudo",0.75,0.650178101492181,0.0471194447705414,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,38,Inf
"scaled",0.75,0.669627347643199,0.0516889705103503,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,38,Inf
"orthogonal",0.75,0.66459090907215,0.0607398781344133,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,38,Inf
"targeted_projection",0.75,0.69317889718368,0.0534072260141015,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,38,Inf
"targeted_sudo",0.75,0.68168708961786,0.0521721214522674,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,38,Inf
"direct",0.75,0.701033462905775,0.0414699404232477,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,39,Inf
"raw_label",0.75,0.14328837669252,0.00775851905068358,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,39,Inf
"index_projection",0.75,0.700637821303495,0.0425372512196118,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,39,Inf
"sudo",0.75,0.725810753729486,0.0441050571768518,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,39,Inf
"scaled",0.75,0.749900629898516,0.0475948453377475,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,39,Inf
"orthogonal",0.75,0.759504239392966,0.0579932015986433,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,39,Inf
"targeted_projection",0.75,0.772715077342577,0.0494650990819905,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,39,Inf
"targeted_sudo",0.75,0.762902299450386,0.0481265017322774,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,39,Inf
"direct",0.75,0.608712498766884,0.0465286655682912,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,40,Inf
"raw_label",0.75,0.123599014693549,0.00809049699978354,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,40,Inf
"index_projection",0.75,0.606544098339861,0.0460618647416481,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,40,Inf
"sudo",0.75,0.631259386621319,0.0450180532434181,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,40,Inf
"scaled",0.75,0.65389674890131,0.0463487472384456,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,40,Inf
"orthogonal",0.75,0.67235801337638,0.0488085622302943,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,40,Inf
"targeted_projection",0.75,0.670598412424336,0.050529141804529,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,40,Inf
"targeted_sudo",0.75,0.664571645472985,0.0492556082261864,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,40,Inf
"direct",0.75,0.639992921889397,0.0424919984099573,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,41,Inf
"raw_label",0.75,0.131608190006751,0.00783754640397095,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,41,Inf
"index_projection",0.75,0.640241570511029,0.0420507731124588,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,41,Inf
"sudo",0.75,0.663289051463313,0.0425371731327047,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,41,Inf
"scaled",0.75,0.684869848621228,0.0446407154298341,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,41,Inf
"orthogonal",0.75,0.706563531122608,0.0512455069064732,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,41,Inf
"targeted_projection",0.75,0.704071625613107,0.0480145158155087,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,41,Inf
"targeted_sudo",0.75,0.698136123512999,0.0471245219747565,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,41,Inf
"direct",0.75,0.629204405627962,0.0349434102948762,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,42,Inf
"raw_label",0.75,0.132534124289646,0.00737179057133029,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,42,Inf
"index_projection",0.75,0.634371285842265,0.0352809280205745,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,42,Inf
"sudo",0.75,0.655454901396012,0.0377748109280695,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,42,Inf
"scaled",0.75,0.674503584064821,0.0417576285743647,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,42,Inf
"orthogonal",0.75,0.70117058752365,0.0472799523998155,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,42,Inf
"targeted_projection",0.75,0.683360111668367,0.0425749065385816,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,42,Inf
"targeted_sudo",0.75,0.680950114101404,0.0417906180710456,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,42,Inf
"direct",0.75,0.593047863374825,0.0341774551410223,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,43,Inf
"raw_label",0.75,0.119160852288896,0.00657880011043638,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,43,Inf
"index_projection",0.75,0.594899653735145,0.0338783439187076,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,43,Inf
"sudo",0.75,0.615155196422747,0.0353880622102057,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,43,Inf
"scaled",0.75,0.634367472267268,0.0390290905562913,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,43,Inf
"orthogonal",0.75,0.644863915032389,0.041952894214318,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,43,Inf
"targeted_projection",0.75,0.654203408777565,0.0409166375936633,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,43,Inf
"targeted_sudo",0.75,0.647364323066025,0.0395477341151388,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,43,Inf
"direct",0.75,0.690433938952356,0.0374350732816949,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,44,Inf
"raw_label",0.75,0.138596708878011,0.00728824120849388,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,44,Inf
"index_projection",0.75,0.688621253559896,0.0370647432916344,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,44,Inf
"sudo",0.75,0.712669375824506,0.0389847881393424,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,44,Inf
"scaled",0.75,0.736265919132244,0.0428670062837353,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,44,Inf
"orthogonal",0.75,0.733336502858979,0.0508062334411102,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,44,Inf
"targeted_projection",0.75,0.757469073142637,0.0457133763302577,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,44,Inf
"targeted_sudo",0.75,0.748366752830961,0.0441106321161924,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,44,Inf
"direct",0.75,0.738531177615166,0.0341079670256181,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,45,Inf
"raw_label",0.75,0.147836004843184,0.00660563531366044,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,45,Inf
"index_projection",0.75,0.743652854116599,0.0334099068816982,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,45,Inf
"sudo",0.75,0.765188264568149,0.0347969193359977,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,45,Inf
"scaled",0.75,0.786796030469476,0.0387669396367054,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,45,Inf
"orthogonal",0.75,0.811322120174348,0.0431851409337066,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,45,Inf
"targeted_projection",0.75,0.814927852163345,0.0418628828638991,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,45,Inf
"targeted_sudo",0.75,0.803147250334232,0.0404275517986592,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,45,Inf
"direct",0.75,0.651619823840732,0.0405045750843175,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,46,Inf
"raw_label",0.75,0.133994054081989,0.00766206964651962,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,46,Inf
"index_projection",0.75,0.655624770589256,0.0406674161343192,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,46,Inf
"sudo",0.75,0.677532396314631,0.0419805582808922,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,46,Inf
"scaled",0.75,0.697968409735834,0.0449440830696407,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,46,Inf
"orthogonal",0.75,0.685760516963813,0.0549224902385151,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,46,Inf
"targeted_projection",0.75,0.722883790673749,0.047647457948468,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,46,Inf
"targeted_sudo",0.75,0.709630922789179,0.0462509283530388,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,46,Inf
"direct",0.75,0.713115351033293,0.0421218889180353,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,47,Inf
"raw_label",0.75,0.142181320650782,0.00806039127912892,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,47,Inf
"index_projection",0.75,0.713047237691279,0.0417900301265281,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,47,Inf
"sudo",0.75,0.73611797122221,0.0440921188925345,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,47,Inf
"scaled",0.75,0.759301618819676,0.0484463019725697,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,47,Inf
"orthogonal",0.75,0.745859779483057,0.0556374708272716,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,47,Inf
"targeted_projection",0.75,0.782593369609827,0.0527898647145371,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,47,Inf
"targeted_sudo",0.75,0.773072314234729,0.0511369857843355,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,47,Inf
"direct",0.75,0.67240851338714,0.0379083338884194,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,48,Inf
"raw_label",0.75,0.139060828364361,0.00748226010868549,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,48,Inf
"index_projection",0.75,0.676244808813261,0.0376821727186335,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,48,Inf
"sudo",0.75,0.700485271357164,0.0400016225729267,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,48,Inf
"scaled",0.75,0.723493241001557,0.0441660715509687,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,48,Inf
"orthogonal",0.75,0.745522424372687,0.0470401144546429,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,48,Inf
"targeted_projection",0.75,0.734247393196735,0.0470452596463944,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,48,Inf
"targeted_sudo",0.75,0.726794886833892,0.0455405338479359,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,48,Inf
"direct",0.75,0.640923665920385,0.0397144775431368,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,49,Inf
"raw_label",0.75,0.127647979891579,0.00737214807247281,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,49,Inf
"index_projection",0.75,0.639496307986414,0.0396465939926493,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,49,Inf
"sudo",0.75,0.666591570819627,0.0413228889183789,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,49,Inf
"scaled",0.75,0.693015902041281,0.0449203531235468,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,49,Inf
"orthogonal",0.75,0.726086569474014,0.046353517127324,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,49,Inf
"targeted_projection",0.75,0.705814503716174,0.0471495187659929,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,49,Inf
"targeted_sudo",0.75,0.699586923162152,0.0456391908652834,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,49,Inf
"direct",0.75,0.651402755240348,0.0379356951647981,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,50,Inf
"raw_label",0.75,0.13305979100228,0.0074821498125065,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,50,Inf
"index_projection",0.75,0.65072717689886,0.0373935731064004,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,50,Inf
"sudo",0.75,0.672094305270195,0.0394746713715678,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,50,Inf
"scaled",0.75,0.691880801201166,0.0432542463973857,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,50,Inf
"orthogonal",0.75,0.713877581102867,0.047973612362993,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,50,Inf
"targeted_projection",0.75,0.709613562337752,0.0464462357675982,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,50,Inf
"targeted_sudo",0.75,0.701932026560117,0.0451089541852265,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,50,Inf
"direct",0.75,0.657264096727691,0.0434730372824839,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,1,600
"raw_label",0.75,0.123762919901193,0.00752018775608198,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,1,600
"index_projection",0.75,0.656431588406037,0.043335366637376,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,1,600
"sudo",0.75,0.664070347147156,0.0446737799515596,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,1,600
"scaled",0.75,0.672013950958861,0.0479633218097373,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,1,600
"orthogonal",0.75,0.700916963502233,0.0540814860085524,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,1,600
"targeted_projection",0.75,0.722807837233338,0.051100465251205,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,1,600
"targeted_sudo",0.75,0.703282637778622,0.049741777570964,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,1,600
"direct",0.75,0.621294252125004,0.0356920110743813,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,2,600
"raw_label",0.75,0.117892395441523,0.00682185476160914,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,2,600
"index_projection",0.75,0.618991245692002,0.035756267783936,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,2,600
"sudo",0.75,0.634539917762841,0.0374032710330227,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,2,600
"scaled",0.75,0.650284433273613,0.0412400180288836,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,2,600
"orthogonal",0.75,0.682767466559565,0.0458182588335528,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,2,600
"targeted_projection",0.75,0.690813021948652,0.0430779428781541,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,2,600
"targeted_sudo",0.75,0.674776151645947,0.0419876962693628,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,2,600
"direct",0.75,0.717621757254155,0.0417059071273147,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,3,600
"raw_label",0.75,0.138263380909518,0.00750009170731581,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,3,600
"index_projection",0.75,0.7148814761274,0.0413969128547667,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,3,600
"sudo",0.75,0.729387163993158,0.0419426539068105,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,3,600
"scaled",0.75,0.744435592075139,0.0440467713688647,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,3,600
"orthogonal",0.75,0.787970853359342,0.0478247760136872,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,3,600
"targeted_projection",0.75,0.78642196323505,0.0477924466866194,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,3,600
