"estimator","truth","estimate","se","covered","bootstrap_success","cell","primary","clip","cell_n","cell_p","outer_folds","inner_folds","bootstrap_reps","bootstrap_fit_timeout","replication"
"orthogonal",0.75,0.772020484192618,0.0516934395655659,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,37
"targeted_projection",0.75,0.743939536010493,0.0471799008858802,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,37
"targeted_sudo",0.75,0.738954929072997,0.0460018850083904,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,37
"pit_intercept_tilt",0.75,0.743926664948859,0.0471823600478261,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,37
"pit_affine_tilt",0.75,0.748830770367271,0.048642676779119,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,37
"affine_calibrated_sudo",0.75,0.753031072802076,0.0482860519747806,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,37
"direct",0.75,0.615770371440596,0.0394048561508969,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"raw_label",0.75,0.12731046220609,0.00757234871131241,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"index_projection",0.75,0.616912216989494,0.0393817995251244,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"sudo",0.75,0.641739032477942,0.0403457950033919,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"scaled",0.75,0.664147859560394,0.0432323958637291,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"orthogonal",0.75,0.692612886463348,0.0471571796825431,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"targeted_projection",0.75,0.67495813755232,0.0472024859923636,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"targeted_sudo",0.75,0.669204426897491,0.0456093153522977,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"pit_intercept_tilt",0.75,0.67495396662165,0.0472002935038605,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"pit_affine_tilt",0.75,0.677051616283499,0.0487591261903726,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"affine_calibrated_sudo",0.75,0.682107463881389,0.0475213525723528,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,38
"direct",0.75,0.641300035427654,0.0333126351721629,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"raw_label",0.75,0.1318114923137,0.00662628471270173,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"index_projection",0.75,0.64363448315654,0.0327793780276636,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"sudo",0.75,0.665958346677311,0.0352341541360671,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"scaled",0.75,0.686326167933681,0.0395281412779468,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"orthogonal",0.75,0.706478701640068,0.0438808944102943,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"targeted_projection",0.75,0.707721491091552,0.0405372173790218,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"targeted_sudo",0.75,0.69830293669136,0.0393539175316789,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"pit_intercept_tilt",0.75,0.7076762512341,0.0405391821785279,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"pit_affine_tilt",0.75,0.712545492020878,0.0419608319970637,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"affine_calibrated_sudo",0.75,0.711184811762942,0.0422752136589497,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,39
"direct",0.75,0.67050372337136,0.0349597018266022,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"raw_label",0.75,0.135479753010285,0.00676502194220201,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"index_projection",0.75,0.674430799110146,0.0354930659644684,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"sudo",0.75,0.695366390021588,0.0373024816333793,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"scaled",0.75,0.715360165287142,0.0409156843422597,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"orthogonal",0.75,0.735020479714309,0.0462624873127259,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"targeted_projection",0.75,0.728430184754265,0.0426820768150195,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"targeted_sudo",0.75,0.721873721327157,0.0414427007570905,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"pit_intercept_tilt",0.75,0.728429981042019,0.0426787073085399,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"pit_affine_tilt",0.75,0.73104475869747,0.0437041077773061,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"affine_calibrated_sudo",0.75,0.7376806314431,0.0437348686142289,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,40
"direct",0.75,0.684569606206244,0.0402121585966636,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"raw_label",0.75,0.134562860079206,0.00753295018159776,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"index_projection",0.75,0.6851791526578,0.0398406685600319,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"sudo",0.75,0.705406322349008,0.0427812316215952,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"scaled",0.75,0.72532195356968,0.0475654211295915,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"orthogonal",0.75,0.726722815833659,0.0535778074919698,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"targeted_projection",0.75,0.753444206844823,0.0492042330261905,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"targeted_sudo",0.75,0.741871752744705,0.0477721136426725,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"pit_intercept_tilt",0.75,0.753481122537823,0.0492129694175145,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"pit_affine_tilt",0.75,0.757934397653341,0.0508525886798717,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"affine_calibrated_sudo",0.75,0.754872528626113,0.05053621062651,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,41
"direct",0.75,0.68064306926246,0.0408700411045298,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"raw_label",0.75,0.136131394460008,0.00727909775266676,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"index_projection",0.75,0.686671295489968,0.0399360117910438,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"sudo",0.75,0.706330043650523,0.0414172367573938,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"scaled",0.75,0.725606806373468,0.0451776991000794,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"orthogonal",0.75,0.722893097685952,0.0523238903466935,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"targeted_projection",0.75,0.7436708009245,0.0479587720710185,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"targeted_sudo",0.75,0.734705649631521,0.0467085950745844,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"pit_intercept_tilt",0.75,0.743678117387612,0.0479597257383716,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"pit_affine_tilt",0.75,0.74512090764222,0.0493363472798579,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"affine_calibrated_sudo",0.75,0.7490500357627,0.0485500741304971,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,42
"direct",0.75,0.714396255308932,0.0359185999317901,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"raw_label",0.75,0.146258210137415,0.00745346645738738,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"index_projection",0.75,0.714982120343494,0.0355823833943034,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"sudo",0.75,0.737582751055336,0.0376328227005404,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"scaled",0.75,0.759619224608648,0.0422719243417367,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"orthogonal",0.75,0.753032663337547,0.0480129343352736,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"targeted_projection",0.75,0.778872652088007,0.043953291320543,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"targeted_sudo",0.75,0.770930858180981,0.0431969737709018,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"pit_intercept_tilt",0.75,0.778859237955795,0.0439521475136568,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"pit_affine_tilt",0.75,0.78285060761308,0.0452075945021893,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"affine_calibrated_sudo",0.75,0.782629191115797,0.0444035803698044,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,43
"direct",0.75,0.612894228140692,0.0347098538935162,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"raw_label",0.75,0.122836803160901,0.00679476443892974,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"index_projection",0.75,0.616966760270925,0.0341569143884592,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"sudo",0.75,0.637726245769045,0.0357028234216351,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"scaled",0.75,0.657283607019683,0.0389858658914531,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"orthogonal",0.75,0.688740065119931,0.0442659947810455,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"targeted_projection",0.75,0.664867917800091,0.0423801996433802,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"targeted_sudo",0.75,0.66090063289974,0.04090939763635,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"pit_intercept_tilt",0.75,0.664880512194534,0.0423803497492275,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"pit_affine_tilt",0.75,0.666773310385311,0.0435285388359652,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"affine_calibrated_sudo",0.75,0.672263862954655,0.0425958597240107,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,44
"direct",0.75,0.725135733345386,0.0348441500604074,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"raw_label",0.75,0.146626667404218,0.00729107538939211,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"index_projection",0.75,0.72227741645516,0.0340834917027777,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"sudo",0.75,0.745378507845993,0.0368481646939613,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"scaled",0.75,0.766967005664043,0.0415237460494568,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"orthogonal",0.75,0.76543664339907,0.0496733309362573,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"targeted_projection",0.75,0.79361080273507,0.0439555461486474,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"targeted_sudo",0.75,0.781247928310667,0.0425098049324717,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"pit_intercept_tilt",0.75,0.793605072497366,0.0439595855364582,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"pit_affine_tilt",0.75,0.801870802775254,0.0457243361146065,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"affine_calibrated_sudo",0.75,0.795548650661342,0.0449182050154435,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,45
"direct",0.75,0.71505085590485,0.0416374430000872,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"raw_label",0.75,0.145312854297387,0.00777715709075074,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"index_projection",0.75,0.714188231552411,0.0418176563142936,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"sudo",0.75,0.739091872373607,0.0424131082243561,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"scaled",0.75,0.763191546282281,0.0450414142162783,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"orthogonal",0.75,0.788073962328216,0.048915460844009,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"targeted_projection",0.75,0.786389271741949,0.0511261667321824,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"targeted_sudo",0.75,0.776105349320669,0.0490535946372734,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"pit_intercept_tilt",0.75,0.78639496240527,0.0511202883283232,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"pit_affine_tilt",0.75,0.791920126343632,0.0529646251011149,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"affine_calibrated_sudo",0.75,0.793339082052698,0.0517497534701654,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,46
"direct",0.75,0.686054708366086,0.0448072928406658,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"raw_label",0.75,0.132665362795999,0.00813588443395665,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"index_projection",0.75,0.684534313946481,0.0446961992887562,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"sudo",0.75,0.709918347829891,0.0465915085303632,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"scaled",0.75,0.736266400577419,0.051068473616722,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"orthogonal",0.75,0.768660647305728,0.0535879004578596,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"targeted_projection",0.75,0.756073360367209,0.0543511102272642,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"targeted_sudo",0.75,0.747355088970216,0.0522621157966066,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"pit_intercept_tilt",0.75,0.756081874084204,0.0543496110469259,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"pit_affine_tilt",0.75,0.756851736247001,0.0561790141854753,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"affine_calibrated_sudo",0.75,0.761195896095369,0.0555403635087766,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,47
"direct",0.75,0.710637640432148,0.0390895428731141,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"raw_label",0.75,0.141170883828412,0.00766904488971526,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"index_projection",0.75,0.712475946297253,0.0399928328554145,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"sudo",0.75,0.733767260667549,0.0415560845883795,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"scaled",0.75,0.755273338179471,0.0453395013413726,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"orthogonal",0.75,0.759972691831843,0.0489473607739242,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"targeted_projection",0.75,0.785111640819216,0.0485873666458954,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"targeted_sudo",0.75,0.772144381551887,0.0470233559132907,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"pit_intercept_tilt",0.75,0.785095213699984,0.0485864461319653,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"pit_affine_tilt",0.75,0.789203058840619,0.0505421682912625,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"affine_calibrated_sudo",0.75,0.789158616117179,0.0504794808913827,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,48
"direct",0.75,0.670013300980364,0.041380214036173,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"raw_label",0.75,0.131995575825267,0.00757955323606319,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"index_projection",0.75,0.672894163388702,0.0415580853890538,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"sudo",0.75,0.689889147975729,0.04418355326982,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"scaled",0.75,0.706552710164471,0.0491734791596266,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"orthogonal",0.75,0.723151688405817,0.062284069332572,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"targeted_projection",0.75,0.730104748556157,0.0507711461170892,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"targeted_sudo",0.75,0.722335657421411,0.0497560643798996,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"pit_intercept_tilt",0.75,0.730062612363025,0.0507767898719792,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"pit_affine_tilt",0.75,0.731863553091823,0.0524301618140684,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"affine_calibrated_sudo",0.75,0.734956206696182,0.0528938712094839,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,49
"direct",0.75,0.671852252536792,0.0391970501918929,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"raw_label",0.75,0.139573037686371,0.00770281348372991,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"index_projection",0.75,0.669092740866178,0.0393363740577227,FALSE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"sudo",0.75,0.695476172110248,0.0409412925142241,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"scaled",0.75,0.719610866442118,0.044495293519987,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"orthogonal",0.75,0.733129333168163,0.048963892086702,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"targeted_projection",0.75,0.740815665445223,0.0473351122680456,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"targeted_sudo",0.75,0.731658112936289,0.0459059476017887,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"pit_intercept_tilt",0.75,0.740837497950458,0.0473400350886321,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"pit_affine_tilt",0.75,0.745846165850174,0.0485113700675834,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"affine_calibrated_sudo",0.75,0.738558604264231,0.0480829441971082,TRUE,1,"randomized",TRUE,0.001,3000,80,5,5,99,86400,50
"direct",0.75,0.680017303139772,0.0414654690111786,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"raw_label",0.75,0.127731634359301,0.00751876833909799,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"index_projection",0.75,0.676728589451196,0.041721369880533,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"sudo",0.75,0.689497621758073,0.0425369386201062,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"scaled",0.75,0.702731386899714,0.0458133558717705,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"orthogonal",0.75,0.71874925787952,0.0541232015570658,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"targeted_projection",0.75,0.751778502761045,0.0486090927748812,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"targeted_sudo",0.75,0.732948006741695,0.0478662583779308,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"pit_intercept_tilt",0.75,0.751779044129868,0.0486178199947448,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"pit_affine_tilt",0.75,0.756474269734531,0.0503931466206281,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"affine_calibrated_sudo",0.75,0.750884798522618,0.050689572922714,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,1
"direct",0.75,0.631542523903624,0.0404935127010827,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"raw_label",0.75,0.118050019430423,0.00728004340022939,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"index_projection",0.75,0.631797018844522,0.0407846039191515,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"sudo",0.75,0.643987586123147,0.0414621675840946,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"scaled",0.75,0.656834622696036,0.0440135007385427,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"orthogonal",0.75,0.711494576952725,0.0500978900160416,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"targeted_projection",0.75,0.699391273089581,0.0486736762949317,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"targeted_sudo",0.75,0.685961624494522,0.0473294809350219,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"pit_intercept_tilt",0.75,0.699398514549842,0.0486760721106613,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"pit_affine_tilt",0.75,0.697229611384151,0.0492659317199736,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"affine_calibrated_sudo",0.75,0.697110385568497,0.0486685877260545,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,2
"direct",0.75,0.629580405484162,0.047371630379128,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"raw_label",0.75,0.121118948341523,0.00801839547824711,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"index_projection",0.75,0.631067869061166,0.0473491068670367,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"sudo",0.75,0.64388739347514,0.0474863803574917,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"scaled",0.75,0.656879180329561,0.0493961188768741,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"orthogonal",0.75,0.693637811441808,0.0534630049763745,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"targeted_projection",0.75,0.702422213875171,0.0555873201284667,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"targeted_sudo",0.75,0.685466201793072,0.0536479962843895,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"pit_intercept_tilt",0.75,0.70242583323881,0.0555874387492976,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"pit_affine_tilt",0.75,0.705693918336507,0.0581979162046248,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"affine_calibrated_sudo",0.75,0.706830267082785,0.0566473841357683,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,3
"direct",0.75,0.635925723577574,0.0382978316128546,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"raw_label",0.75,0.121680628114164,0.00711679420875515,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"index_projection",0.75,0.634131244435258,0.0378719708208853,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"sudo",0.75,0.651312662364786,0.0389744663229173,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"scaled",0.75,0.668795293419573,0.0423039662446048,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"orthogonal",0.75,0.695398066526072,0.0478850219366764,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"targeted_projection",0.75,0.709962581423168,0.0446148166484326,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"targeted_sudo",0.75,0.693175500874575,0.0436774772747421,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"pit_intercept_tilt",0.75,0.709976106331611,0.0446146748413223,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"pit_affine_tilt",0.75,0.712918228275242,0.0455992315865838,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"affine_calibrated_sudo",0.75,0.713273721428403,0.0452736274719147,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,4
"direct",0.75,0.614809013401991,0.0407092712771952,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"raw_label",0.75,0.120230567334421,0.00723384638788386,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"index_projection",0.75,0.612813210308747,0.0408146153996819,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"sudo",0.75,0.625559773521232,0.0417608964276761,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"scaled",0.75,0.6377106282211,0.0448906094578785,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"orthogonal",0.75,0.679570185620337,0.048620389623989,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"targeted_projection",0.75,0.679207404962211,0.0473025422573255,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"targeted_sudo",0.75,0.66492941268005,0.0460877229769163,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"pit_intercept_tilt",0.75,0.679214252407248,0.0472979099045511,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"pit_affine_tilt",0.75,0.680847457032959,0.0483998929026017,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"affine_calibrated_sudo",0.75,0.67679584206513,0.0482954620999985,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,5
"direct",0.75,0.66643336637713,0.0436929126874716,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,6
"raw_label",0.75,0.123705775385163,0.0070956030336144,FALSE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,6
"index_projection",0.75,0.665856457807512,0.0438097580010647,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,6
"sudo",0.75,0.673828100310131,0.0438596896859719,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,6
"scaled",0.75,0.682149375251105,0.0457882997581367,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,6
"orthogonal",0.75,0.723573245767074,0.0526526807114628,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,6
"targeted_projection",0.75,0.7344031058792,0.0515851585728151,TRUE,1,"confounded",TRUE,0.001,3000,80,5,5,99,86400,6
