"stage","estimator","n_reps","mean_est","bias","mc_se_bias","sd","rmse","mean_se","coverage","mc_se_cov"
"3m","improper_pltuned_t1.5",100,1.47226749183052,-0.0277325081694848,0.0147639036266864,0.147639036266864,0.149493826591203,0.116663227186523,0.89,0.031288975694324
"3m","improper_pltuned_t3",100,2.97477426396371,-0.0252257360362909,0.0192815885179455,0.192815885179455,0.193500707183034,0.119793933734173,0.76,0.0427083130081252
"3m","boot_pltuned_t1.5",100,1.47338795778059,-0.0266120422194114,0.0146830865314125,0.146830865314125,0.148498857806697,0.13070769849864,0.95,0.0217944947177034
"3m","boot_pltuned_t3",100,2.9716427258315,-0.0283572741685023,0.019864317801867,0.19864317801867,0.19967137013075,0.151748976511997,0.86,0.0346987031457949
