"theta","learner","mean_abs_resid_D","mean_var_ratio","mean_theta_bias","mean_abs_theta_bias","within_rep_cor","n_reps"
1.5,"gam",0.0625615391627062,0.996525130562534,0.0275890146413232,0.136745140779202,0.174494132228561,100
1.5,"ranger",0.0792744357393178,0.990610925974906,-0.126341199759397,0.156661487314212,-0.223363906399385,100
1.5,"nnet_d0.01",0.0604009679378369,0.941781746264949,0.124849910228281,0.187178847814592,0.0153831339708144,100
1.5,"nnet_d0.1",0.0589785537340431,0.9739499862856,0.0351765276037111,0.143049753179198,-0.043668244916234,100
3,"gam",0.0667993163510219,0.989408085475131,0.0394514413621131,0.177850007138919,0.0142917805311104,100
3,"ranger",0.0735291414435185,1.01722922192112,0.0501978308256734,0.239201028456157,-0.0122248750993113,100
3,"nnet_d0.01",0.0671207964841192,0.892537190086831,0.456677673570206,0.472063416690118,0.054221085990863,100
3,"nnet_d0.1",0.0608396954339352,0.947811662210406,0.0751318580540311,0.204883921108669,0.0962940858726496,100
