"method","mstop","n_success","bias","mc_se_bias","sd","direct_bias","fail_rate","min_threshold_gap","max_contrast_spread","max_probability_error","max_backfit_iterations","max_condition_number","bias_limit","numerically_eligible","bias_ok","promotion_pass","nu","nuisance_mstop","nuisance_nu","knots","df","backfit_tolerance","backfit_max_iterations","screen_n","screen_p","screen_reps","screen_folds","mboost_version","confirmatory_ready"
"pure",2000,20,0.00706054064994672,0.0167067466766819,0.0747148425038587,-0.0460801822017719,0,0.905808226570473,6.33744897131014e-16,2.22044604925031e-16,0,NA,0.0334134933533638,TRUE,TRUE,TRUE,0.1,2000,0.1,10,4,1e-04,10,3000,50,20,5,"2.9.11",TRUE
