"seed","selection","truth","direct","raw_label","index_projection","sudo","scaled","orthogonal","targeted_projection","targeted_sudo","pit_intercept_tilt","pit_affine_tilt","correction","kappa","clipping_rate","max_inverse_information","direct_contrast_spread","target_failure","index_rmse","index_correlation","pit_intercept_tilt_theta","pit_intercept_tilt_intercept","pit_intercept_tilt_slope","pit_intercept_tilt_tilt","pit_intercept_tilt_score_error","pit_intercept_tilt_converged","pit_affine_tilt_theta","pit_affine_tilt_intercept","pit_affine_tilt_slope","pit_affine_tilt_tilt","pit_affine_tilt_score_error","pit_affine_tilt_converged","oracle_sudo","oracle_orthogonal","sample_signature","fold_signature","cell","primary","clip","cell_n","cell_p","outer_folds","inner_folds","replication"
1635003,"min",0.75,0.592551414276774,0.112815115389366,0.592767552867962,0.6147879281306,0.647336340495659,0.673553471061404,0.682433227974847,0.672360432446603,0.682434298688676,0.691524965681964,0.022020375262638,0.596465741315805,0,412.262611897689,4.88498130835069e-15,0,0.611477671695828,0.985444299259279,0.682434298688676,0.000526330796427895,1,0.0898828844119018,1.1931196771305e-16,1,0.691524965681964,0.00890614012071786,1.40503965897613,-0.141033271359299,5.59149763527482e-14,1,0.736869546085928,0.720652986124751,2230454,13426362,"high_signal",FALSE,0.001,3000,80,5,5,3
1635004,"min",0.75,0.646097977027298,0.117234882436337,0.646743911854709,0.672263326058412,0.715871435742929,0.765256116650946,0.761421828769143,0.751576964471417,0.761479627120636,0.773035934662464,0.0255194142037023,0.630835696574819,0,547.186587430365,4.44089209850063e-15,0,0.47237664863282,0.989231782236933,0.761479627120636,-0.00501741176635645,1,0.115381650093338,3.0687452579059e-14,1,0.773035934662464,0.00990187645563065,1.5440217143325,-0.224553371453984,7.22250659279666e-12,1,0.759718676753568,0.827937390186718,2201035,13396228,"high_signal",FALSE,0.001,3000,80,5,5,4
1635005,"min",0.75,0.670994916245875,0.122280725146866,0.668712870953218,0.693941312388111,0.738884818310994,0.781533845848442,0.786711366171431,0.776190711073017,0.786722162872742,0.801703793565865,0.0252284414348938,0.640476823220183,0,602.983451839968,5.32907051820075e-15,0,0.516674983275993,0.981381929210999,0.786722162872742,-0.00104042667367401,1,0.115727246626868,2.39063583743852e-14,1,0.801703793565865,0.00736034831885778,1.59559523656351,-0.268932498554381,2.60377674976553e-12,1,0.772485832120293,0.846191444249143,2232279,13423071,"high_signal",FALSE,0.001,3000,80,5,5,5
1635006,"min",0.75,0.626836837355313,0.117721922386327,0.626551341930708,0.650168822292754,0.687681270568422,0.70662780784752,0.728178571400747,0.715231823103745,0.728177019653798,0.73769009257178,0.0236174803620456,0.613651105303682,0,246.891185587958,4.88498130835069e-15,0,0.500372763409256,0.987571285677908,0.728177019653798,-0.00116251748980838,1,0.101340182298485,1.68339416480497e-15,1,0.73769009257178,0.00386237435983286,1.48260374138008,-0.191660547726065,3.91215356406368e-13,1,0.746537209958433,0.745586843331009,2202017,13441434,"high_signal",FALSE,0.001,3000,80,5,5,6
1635007,"min",0.75,0.622837556843965,0.115325742573304,0.622414459877993,0.643886740780952,0.678994747716593,0.718356295812018,0.719258046091276,0.710062742645601,0.719283356731051,0.725285469664332,0.021472280902959,0.620498910076057,0,274.167064511291,4.88498130835069e-15,0,0.548749346319296,0.985224056069096,0.719283356731051,-0.00568091085869985,1,0.0964457998870852,1.97116397278781e-15,1,0.725285469664332,-0.00377460442310912,1.4169552428551,-0.157247471952785,1.99115390842053e-13,1,0.750956295848991,0.79475409180342,2269388,13506390,"high_signal",FALSE,0.001,3000,80,5,5,7
1635008,"min",0.75,0.63025208327301,0.116262974901164,0.632477423624368,0.654659329804155,0.691030682353225,0.707793235894281,0.740091829516915,0.727300649104195,0.740169987186509,0.753760873383281,0.0221819061797871,0.62116700827011,0.000333333333333342,1001.001001001,4.88498130835069e-15,0,0.50907124370348,0.985204570191004,0.740169987186509,0.00618232175872099,1,0.109917903913499,1.1475117152789e-14,1,0.753760873383281,-0.00588119348509437,1.53578944161611,-0.214173621663967,4.20471761112632e-12,1,0.746609978271396,0.73228481331821,2298796,13518038,"high_signal",FALSE,0.001,3000,80,5,5,8
1635009,"min",0.75,0.649280163366405,0.118111372871225,0.649908396500927,0.673507196194891,0.713246157907575,0.74405398532814,0.764068299873086,0.753090394615026,0.764078019329311,0.779297969436943,0.0235987996939644,0.627413423369153,0,485.3721433512,5.99520433297585e-15,0,0.446480347205647,0.987664154689333,0.764078019329311,-0.00365838812178181,1,0.114797855962906,3.02460279044681e-14,1,0.779297969436943,0.0179102561390747,1.54043357057749,-0.220874990922707,5.74740551447424e-12,1,0.756050306848867,0.780367077064476,2179736,13575764,"high_signal",FALSE,0.001,3000,80,5,5,9
1635010,"min",0.75,0.588274114173159,0.112362712579667,0.58527671708303,0.606556617652003,0.638521293884752,0.666087227600847,0.675039345406498,0.666165739833739,0.675042601542065,0.683322574731704,0.0212799005689728,0.600336750760232,0,175.338127680139,3.77475828372553e-15,0,0.611687931715342,0.9852641653445,0.675042601542065,-0.00071317243212311,1,0.0867684873689067,3.30106312655213e-17,1,0.683322574731704,0.0150760208716156,1.49267191379921,-0.194777673109679,3.88106213833339e-14,1,0.735755271934,0.71017850047905,2196935,13386885,"high_signal",FALSE,0.001,3000,80,5,5,10
1635011,"min",0.75,0.624655839488191,0.116197467456293,0.626521497149878,0.649855316686888,0.689105288383052,0.711013981727299,0.72921335382258,0.718680764853331,0.729213046118138,0.735744148238547,0.0233338195370099,0.627158740670202,0,262.383547039782,7.54951656745106e-15,0,0.548525381648004,0.986068480696586,0.729213046118138,-0.000201259236117981,1,0.104557206629947,4.52793358363124e-15,1,0.735744148238547,0.00331040446818109,1.52219184595632,-0.215101877159378,6.7529626335272e-13,1,0.750199847930415,0.756493542624662,2273733,13415194,"high_signal",FALSE,0.001,3000,80,5,5,11
1635012,"min",0.75,0.648775453203192,0.115020791823074,0.650293371043381,0.670023128674531,0.7041046169922,0.72984298432223,0.767794745581801,0.755121136714107,0.767869763195881,0.779217388472048,0.0197297576311496,0.633352521703081,0,670.79057949201,5.99520433297585e-15,0,0.457280260494889,0.98917599851954,0.767869763195881,-0.00381196366227792,1,0.119094309992689,7.79639316069355e-14,1,0.779217388472048,0.0256317299852796,1.50948906078568,-0.200102061044442,1.16265163422706e-11,1,0.757203805845217,0.764992207504207,2165074,13588760,"high_signal",FALSE,0.001,3000,80,5,5,12
1635013,"min",0.75,0.649677286771606,0.120784471275812,0.650018687157469,0.673737227217812,0.713091445150768,0.730617652533484,0.757318901713659,0.74518491434488,0.757323200622234,0.770484511675219,0.0237185400603427,0.62394953360272,0,551.950868806577,6.66133814775094e-15,0,0.540141847573245,0.982028661537071,0.757323200622234,-0.00234174347559026,1,0.107645913850628,3.01388543751576e-15,1,0.770484511675219,0.0262375593222254,1.53369031371507,-0.225919250087081,6.22251287533497e-13,1,0.759037918541852,0.755209305042643,2145369,13530050,"high_signal",FALSE,0.001,3000,80,5,5,13
1635014,"min",0.75,0.610560156272703,0.115375960282293,0.608662522169266,0.633573317824282,0.6722578668179,0.711018359563793,0.712950713727395,0.702309320504393,0.712979181192394,0.725936997696199,0.0249107956550162,0.608292151058395,0,666.880742435022,5.77315972805081e-15,0,0.57475475189921,0.985232002401583,0.712979181192394,0.00289702001159367,1,0.102419024919692,6.81528907383229e-16,1,0.725936997696199,0.0100953658724191,1.54287643712275,-0.216081880862938,4.78237893730693e-13,1,0.744942440192785,0.755331939638069,2273918,13533176,"high_signal",FALSE,0.001,3000,80,5,5,14
1635015,"min",0.75,0.587826656362403,0.109462538049451,0.585020316426565,0.609912583393391,0.648462990423792,0.678646552604826,0.683698605725866,0.674089310282417,0.683697333655199,0.691866150221608,0.0248922669668266,0.607641585726435,0,428.212659521886,6.21724893790088e-15,0,0.589338882526121,0.980043930188156,0.683697333655199,0.000501079869090335,1,0.0958706772927953,7.93143328792212e-16,1,0.691866150221608,0.0356204629331206,1.41325725387822,-0.13888413590554,2.69953541002603e-13,1,0.733041275401739,0.714121354238239,2128658,13532264,"high_signal",FALSE,0.001,3000,80,5,5,15
1635016,"min",0.75,0.602906120191269,0.112221865457316,0.601821256562967,0.624233290799652,0.659276559985495,0.691886539626426,0.699710926138139,0.68885173869112,0.699732009506765,0.710469122042723,0.0224120342366847,0.609922271720229,0,355.371781770963,5.10702591327572e-15,0,0.555405891503136,0.988705708573122,0.699732009506765,-0.00254476066499028,1,0.0968258893154956,1.03265544263801e-15,1,0.710469122042723,-0.00972858706065385,1.48315037678627,-0.183731317285706,4.19356993575093e-13,1,0.743072998495517,0.735439558512013,2288390,13533447,"high_signal",FALSE,0.001,3000,80,5,5,16
1635017,"min",0.75,0.645719552486973,0.122027586127889,0.644907321194797,0.668937199498099,0.707133360626079,0.737998792398069,0.750496938562766,0.738942335074744,0.750526031882971,0.763717843204276,0.0240298783033021,0.613829218074546,0,412.571235836317,4.66293670342566e-15,0,0.521329223459472,0.98712943046797,0.750526031882971,-0.00331878592547718,1,0.104806479395998,1.4486190025309e-15,1,0.763717843204276,0.029014217118733,1.58084028314408,-0.257061636980902,1.07584489465277e-12,1,0.757962936998894,0.782123103081848,2188222,13610657,"high_signal",FALSE,0.001,3000,80,5,5,17
1635018,"min",0.75,0.636782326647808,0.119086325356782,0.63485104709627,0.659027360426559,0.697906668132656,0.721327327311596,0.738098248536253,0.727159555312397,0.738098155999454,0.753768172528909,0.0241763133302889,0.616587499529379,0,326.399095962496,4.88498130835069e-15,0,0.56941607032141,0.980055369452749,0.738098155999454,-0.000121973477184815,1,0.101315829351647,1.93874546046876e-15,1,0.753768172528909,-0.00185905779828842,1.47819323024706,-0.187519151862853,3.70433757742224e-13,1,0.758731100857619,0.769199727708303,2289219,13655867,"high_signal",FALSE,0.001,3000,80,5,5,18
1635019,"min",0.75,0.626106388861192,0.113654171668439,0.625678095353745,0.646625788841246,0.681588132856692,0.729640546032108,0.731138714520644,0.721410024642922,0.731151998906297,0.746542594432779,0.0209476934875004,0.62533215102214,0,441.594824323344,5.77315972805081e-15,0,0.523409165656434,0.989892991622199,0.731151998906297,0.00176821241816308,1,0.105045610045105,1.18947814560973e-14,1,0.746542594432779,0.0198815906860368,1.53437612067046,-0.214140097635047,3.06017078344212e-12,1,0.753874125559468,0.796439043939595,2228387,13652644,"high_signal",FALSE,0.001,3000,80,5,5,19
1635020,"min",0.75,0.625334268395754,0.113799408272683,0.625645701879238,0.649358541758228,0.688770832942684,0.729334552978019,0.733879196337446,0.722066486541664,0.733884419889149,0.740830721043425,0.0237128398789899,0.624351831362429,0,624.125780303315,5.77315972805081e-15,0,0.469693321589803,0.98842249761995,0.733884419889149,0.00117196672606524,1,0.108550151493395,1.28466126625426e-14,1,0.740830721043425,0.0100361709118319,1.4720073398585,-0.17966591190017,2.0840425681475e-12,1,0.746040685312813,0.776952519109358,2235121,13489427,"high_signal",FALSE,0.001,3000,80,5,5,20
1645001,"min",0.75,0.623641122872553,0.141121112043936,0.624561637795859,0.675522946839451,0.718890823634749,0.735508835284475,0.733341793335824,0.725465439231484,0.733350260493679,0.739769466601604,0.0509613090435918,0.459750356261621,0,129.531887654417,6.32827124036339e-15,0,0.585610502671315,0.930631277446752,0.733350260493679,0.00306280426634591,1,0.109709137621126,2.95319324550292e-16,1,0.739769466601604,0.0037972664977669,1.13521132131556,0.0318050034787362,4.09379519172859e-12,1,0.760395714544411,0.782709974706827,991765,6036458,"high_dimensional",FALSE,0.001,2000,500,5,5,1
1645002,"min",0.75,0.568868178181774,0.13077712073186,0.567672217019263,0.619911272802524,0.663008032704958,0.691575294530378,0.694295636703509,0.682358532637117,0.69429329888781,0.704680959696161,0.0522390557832605,0.452052144227899,0.000500000000000006,1001.001001001,6.88338275267597e-15,0,0.541653754421581,0.950813400016602,0.69429329888781,0.000265349056420554,1,0.125425120706036,1.14774856285749e-15,1,0.704680959696161,0.00171004130283264,1.24379679980288,-0.00287545983602345,1.37667655053519e-17,1,0.728961983447467,0.715979956261678,993395,6007232,"high_dimensional",FALSE,0.001,2000,500,5,5,2
1645003,"min",0.75,0.505780791075617,0.117186803220559,0.511547523788717,0.553703877327994,0.588930776402476,0.58509066666001,0.60476206507514,0.597202395375127,0.60481668065466,0.606952371142813,0.0421563535392773,0.455226394402273,0,114.294407876468,7.54951656745106e-15,0,0.661502826387196,0.925631939070928,0.60481668065466,-0.00524605893240285,1,0.0990358895790439,3.28626015289046e-17,1,0.606952371142813,-0.00144053022444049,1.09946665980405,0.0508632541858549,1.24975185755716e-12,1,0.695973253635423,0.576550281741519,986995,5965165,"high_dimensional",FALSE,0.001,2000,500,5,5,3
1645004,"min",0.75,0.697486606915197,0.150820847294097,0.685395270462014,0.731366914323041,0.773259224138488,0.795219191320183,0.80963889568149,0.801178242045687,0.809713563196723,0.816940908845814,0.0459716438610273,0.476786077367964,0,213.730242050048,7.54951656745106e-15,0,0.541222967576099,0.933754781233078,0.809713563196723,-0.00800712415423916,1,0.112226956281526,4.13657996745087e-14,1,0.816940908845814,-0.00627320488856069,1.14417445129464,0.0188945530932558,4.2632564145606e-17,1,0.791752268742,0.862398306850606,991944,5996704,"high_dimensional",FALSE,0.001,2000,500,5,5,4
1645005,"min",0.75,0.573851782163733,0.131330336108648,0.574345843716343,0.624505243495365,0.66579807471868,0.692025568716017,0.6870672491909,0.680564078938357,0.687048257071947,0.695444092541276,0.0501593997790218,0.451523497794825,0,160.32010087,6.66133814775094e-15,0,0.581724048567067,0.941181806425735,0.687048257071947,0.00295747666286907,1,0.113196474908214,8.96616114687276e-16,1,0.695444092541276,0.0018593492110116,1.18135767109519,0.0175198876105041,1.95399252334028e-17,1,0.738983732896461,0.744562185377592,1041459,5999308,"high_dimensional",FALSE,0.001,2000,500,5,5,5
1645006,"min",0.75,0.6296617362106,0.140828841876812,0.642228659766435,0.68586568519904,0.724172669104742,0.757917652480553,0.729765199849307,0.722024603653995,0.729819507996707,0.733124047068732,0.0436370254326054,0.467477540030425,0,185.719665325254,1.08801856413265e-14,0,0.538479008684995,0.945733164874528,0.729819507996707,-0.00406667363271176,1,0.100157771786106,4.38893366094817e-15,1,0.733124047068732,-0.00719332596410799,1.19336789304325,-0.0182940524028681,5.77315972805081e-17,1,0.757520540376841,0.787640249354558,1005115,5975163,"high_dimensional",FALSE,0.001,2000,500,5,5,6
1645007,"min",0.75,0.61443983198085,0.139930110504529,0.618634504992379,0.664464177521035,0.70246984592077,0.737800011978593,0.723700713997569,0.715559410834994,0.723730673394109,0.732795737035748,0.045829672528656,0.453337076927949,0,77.4368570303261,6.43929354282591e-15,0,0.554215082009059,0.948904050923687,0.723730673394109,0.00877324281817171,1,0.109290841413259,1.88293824976427e-16,1,0.732795737035748,0.0026053206626932,1.18484864215773,0.00477753642561385,3.00415026188716e-11,1,0.764539230250174,0.797230782162219,1018796,5987025,"high_dimensional",FALSE,0.001,2000,500,5,5,7
1645008,"min",0.75,0.518574342608997,0.12506283677308,0.514298816412336,0.573259383760216,0.617583416086107,0.631412760109549,0.635093943004487,0.624632432901618,0.635095894982116,0.647639273931309,0.0589605673478804,0.429144639819394,0,62.8697794613556,7.54951656745106e-15,0,0.593204643987075,0.960809136960277,0.635095894982116,0.000691417122337991,1,0.116521552373119,3.77475828372553e-18,1,0.647639273931309,0.00915766651228737,1.21931650017375,0.0153330214214042,1.23011667518824e-12,1,0.713755322517396,0.638386993780414,993392,5998571,"high_dimensional",FALSE,0.001,2000,500,5,5,8
1645009,"min",0.75,0.634553874490839,0.13744640994242,0.646080922693736,0.686465866595652,0.724907894306684,0.767810548503825,0.742683957152454,0.739847966726744,0.742686910920831,0.744960476273165,0.0403849439019162,0.487676069807529,0,758.446046985253,9.99200722162641e-15,0,0.563850533157681,0.937468059486216,0.742686910920831,0.00169064724222928,1,0.108133036429992,2.56932253250852e-13,1,0.744960476273165,0.00776676189004531,1.1138407047149,0.0381685415307213,1.06581410364015e-17,1,0.76427339947281,0.831799232382721,956404,5994058,"high_dimensional",FALSE,0.001,2000,500,5,5,9
1645010,"min",0.75,0.599910009216472,0.137850148816047,0.59930358318334,0.639240023988005,0.672823984161247,0.699237382828201,0.705644479103279,0.696910373056611,0.705611134456917,0.711273788947939,0.0399364408046652,0.456797837423843,0,63.076833582479,6.43929354282591e-15,0,0.667481467592527,0.938076370633134,0.705611134456917,-0.00258287359762212,1,0.105701125240446,1.33226762955019e-17,1,0.711273788947939,-0.0130931971575311,1.25106970893246,-0.0392554516681807,3.99444477494626e-13,1,0.756743718262286,0.741926899558018,1040487,5989589,"high_dimensional",FALSE,0.001,2000,500,5,5,10
