"seed","selection","truth","direct","raw_label","index_projection","sudo","scaled","orthogonal","targeted_projection","targeted_sudo","pit_intercept_tilt","pit_affine_tilt","affine_calibrated_sudo","correction","kappa","clipping_rate","max_inverse_information","direct_contrast_spread","target_failure","index_rmse","index_correlation","pit_intercept_tilt_theta","pit_intercept_tilt_intercept","pit_intercept_tilt_slope","pit_intercept_tilt_tilt","pit_intercept_tilt_score_error","pit_intercept_tilt_converged","pit_affine_tilt_theta","pit_affine_tilt_intercept","pit_affine_tilt_slope","pit_affine_tilt_tilt","pit_affine_tilt_score_error","pit_affine_tilt_converged","affine_calibrated_sudo_mean_intercept","affine_calibrated_sudo_mean_slope","affine_calibrated_sudo_mean_tilt","affine_calibrated_sudo_max_score_error","affine_calibrated_sudo_convergence_rate","oracle_sudo","oracle_orthogonal","sample_signature","fold_signature","error","cell","gating","clip","cell_n","cell_p","outer_folds","inner_folds","replication"
1628019,"min",0.75,0.709483937240239,0.129693974093747,0.708766105957237,0.718007992157607,0.728068822595992,0.760870357929348,0.790203132885709,0.767239500066694,0.790201170763688,0.800199252393068,0.796475588429052,0.00924188620037014,0.521213186033371,0.00200000000000006,1001.001001001,5.77315972805081e-15,0,0.421353838253623,0.987330678263883,0.790201170763688,-0.000453840531036459,1,0.0807172335234495,4.29286236188394e-18,1,0.800199252393068,0.0346022938395854,1.30512127400055,-0.125763327660842,1.40263978209987e-12,1,0.0349003080263225,1.30603309796355,-0.125735903046922,2.94387014765363e-12,1,0.767191038449095,0.782209663031569,2064476,13417950,"","confounded",TRUE,0.001,3000,80,5,5,19
1628020,"min",0.75,0.623628143930319,0.118918287511958,0.623036367069854,0.629030814547684,0.634940610162163,0.685980821278232,0.675604439623629,0.663128380686368,0.675603814912093,0.672512570114864,0.670423761455782,0.00599444747782951,0.496444466788293,0,660.367629413465,6.21724893790088e-15,0,0.562254217802319,0.981733801421979,0.675603814912093,-4.8299121659434e-05,1,0.051975670981774,3.60548924049908e-13,1,0.672512570114864,0.0211387484946534,1.22827602780235,-0.0934749293376193,1.07129120389497e-15,1,0.0208634285478889,1.22982995821869,-0.0937057888843638,2.54241072639161e-15,1,0.734147751639003,0.772460200850655,2120238,13389987,"","confounded",TRUE,0.001,3000,80,5,5,20
1638001,"min",0.75,0.640615269369627,0.118827634905574,0.640111473713501,0.662542257356511,0.69895248067911,0.718574633033542,0.742249060583662,0.730635307331346,0.742293266697076,0.753935344364546,0.75062577930139,0.0224307836430103,0.618789942597,0,372.182952379895,6.43929354282591e-15,0,0.537054332384396,0.983579976691184,0.742293266697076,-0.00476668897104638,1,0.101677997327449,2.24472292605545e-15,1,0.753935344364546,0.0334377158395237,1.47300284861819,-0.189692772285223,3.72586702231577e-13,1,0.0339819775810048,1.47588266596663,-0.191119284916968,6.72588466403094e-13,1,0.758482513588164,0.789631193263163,2152830,13456124,"","high_signal",TRUE,0.001,3000,80,5,5,1
1638002,"min",0.75,0.661521154985848,0.120250568754051,0.662244691995106,0.686964746929737,0.730123349062754,0.78717706968397,0.775124793417491,0.766284699244028,0.775138981113634,0.787027793108016,0.791965458059474,0.0247200549346314,0.635819917444814,0,595.395563196056,5.77315972805081e-15,0,0.525458015177979,0.980324178528016,0.775138981113634,-0.00202638355972439,1,0.113617826127786,3.29922755781809e-14,1,0.787027793108016,0.00527474428056476,1.57581684736921,-0.25540838780982,5.72145590164534e-12,1,0.00543708107728135,1.57698929798046,-0.255990440239701,1.27171806418858e-11,1,0.765351778781967,0.844092104642986,2266062,13522911,"","high_signal",TRUE,0.001,3000,80,5,5,2
1638003,"min",0.75,0.624505566310097,0.117707349155595,0.625429608673718,0.646943924518676,0.682099917126836,0.698189193116316,0.72814906885813,0.715315832285013,0.728163950816831,0.740269320710944,0.739096497161177,0.0215143158449581,0.620360000991418,0,235.235668643181,3.99680288865056e-15,0,0.563447820393299,0.987046907744998,0.728163950816831,-0.00140544803906875,1,0.103658384506734,1.67806509428677e-15,1,0.740269320710944,-0.00247662398436224,1.59747977627348,-0.257365691639652,4.6315247933156e-13,1,-0.00245557316511917,1.59757316709289,-0.257191244727476,7.82761633288942e-13,1,0.750703564928091,0.699336026059533,2266223,13521103,"","high_signal",TRUE,0.001,3000,80,5,5,3
1638004,"min",0.75,0.634440251819854,0.117176846714722,0.632798502683106,0.656244336860086,0.695338754582638,0.71414603538417,0.738564397318174,0.726314005065818,0.738564139709731,0.752911527166156,0.749442813431569,0.02344583417698,0.625108094949078,0.000333333333333337,1001.001001001,5.77315972805081e-15,0,0.53859087886959,0.984324403329959,0.738564139709731,-0.00147054043481043,1,0.104123887889877,6.33685696508716e-15,1,0.752911527166156,0.00872646078840447,1.48097748621566,-0.186680202128044,8.88872679164857e-13,1,0.00940862969382564,1.48666574147494,-0.189808184638586,2.93493007674783e-12,1,0.755396923615138,0.768639410111448,2229628,13461490,"","high_signal",TRUE,0.001,3000,80,5,5,4
1638005,"min",0.75,0.635000712413299,0.116343997232543,0.635948469201755,0.659200177448539,0.697869605108597,0.741876287501836,0.741445987166442,0.731635205001139,0.741524662882528,0.75151069523241,0.753527717119705,0.0232517082467837,0.624494804459578,0,879.655096953974,5.32907051820075e-15,0,0.488657267269205,0.988441691830556,0.741524662882528,-0.0058943921585661,1,0.106523950469229,1.16517166285727e-14,1,0.75151069523241,0.00469926668900501,1.45294506565177,-0.171110456553851,2.22979797589081e-12,1,0.00404324686522179,1.45704138393281,-0.172995360615345,5.72914419609087e-12,1,0.748997119627956,0.776464116148078,2253744,13419453,"","high_signal",TRUE,0.001,3000,80,5,5,5
1638006,"min",0.75,0.622454696817966,0.114753721103895,0.622158418961913,0.644145303956631,0.67989467833988,0.708843636648131,0.726297529355252,0.714069100249788,0.726300948929849,0.739277048050776,0.739168774070322,0.0219868849947182,0.619184110096527,0,295.6896501471,5.10702591327572e-15,0,0.537599220505986,0.986344015715791,0.726300948929849,-0.00143841499383016,1,0.103846252111883,4.36628511124582e-15,1,0.739277048050776,0.0328847355222734,1.53160714637274,-0.214079013888895,1.1600048329304e-12,1,0.0331131655048018,1.53316545261727,-0.214922532536031,4.34715078749074e-12,1,0.750401394599334,0.747404238539953,2198853,13459144,"","high_signal",TRUE,0.001,3000,80,5,5,6
1638007,"min",0.75,0.637058349463007,0.116997809245907,0.639903288788744,0.661292612853769,0.696862490842276,0.699154290033369,0.749274963269392,0.735799748245919,0.749294915497991,0.76099909259593,0.76245805863112,0.0213893240650251,0.62447992082258,0,275.18231403414,5.32907051820075e-15,0,0.465348673547953,0.990515355610655,0.749294915497991,0.00283498530922966,1,0.112236566034984,1.61805383906236e-14,1,0.76099909259593,-0.00221950905168944,1.51883199401143,-0.206585510620597,4.31677360523963e-12,1,-0.00214127641548704,1.52204244123977,-0.208382879432321,8.84583961635599e-12,1,0.750840176063512,0.713535310354489,2269336,13405309,"","high_signal",TRUE,0.001,3000,80,5,5,7
1638008,"min",0.75,0.621827494019115,0.117821637346886,0.621764621276286,0.644593461095204,0.679830681205934,0.694542080049324,0.724573955892101,0.712467209490276,0.72458835676698,0.738542833936124,0.735202709129117,0.0228288398189175,0.60684710058549,0,903.494546491858,5.77315972805081e-15,0,0.498595113047209,0.990760913384815,0.72458835676698,-0.00133747556099695,1,0.102760862747865,7.04621546295433e-16,1,0.738542833936124,-0.0198193127512831,1.52868351141079,-0.21203460311279,6.30342888996438e-13,1,-0.0198570903153644,1.53099680938382,-0.213134611974642,1.20499758319662e-12,1,0.748399389491899,0.707793123854595,2300403,13405871,"","high_signal",TRUE,0.001,3000,80,5,5,8
1638009,"min",0.75,0.606680107087415,0.114647656319444,0.60661972687006,0.628693604668134,0.661948678529988,0.687543514742862,0.70064157308514,0.690005169932422,0.700641997953624,0.712387682109934,0.712007449449563,0.0220738777980741,0.601042905462079,0,314.463577254878,5.32907051820075e-15,0,0.494736145651835,0.991208687020062,0.700641997953624,0.000637167712759432,1,0.0939618908662095,3.08493971109177e-16,1,0.712387682109934,-0.00146937797737198,1.46113460956657,-0.174053619291043,3.29358466425826e-13,1,-0.00178774940167989,1.46405121568809,-0.175446225068524,9.76341045048438e-13,1,0.740509247875114,0.727313949275558,2265595,13427806,"","high_signal",TRUE,0.001,3000,80,5,5,9
1638010,"min",0.75,0.62532786559664,0.116518721572934,0.622012754759853,0.64652861856984,0.685223147730612,0.725301278037891,0.720179621385807,0.710897332524581,0.720178829050843,0.731662536827868,0.730607554696983,0.0245158638099866,0.612154542033501,0,387.77771560737,5.32907051820075e-15,0,0.518914762863849,0.985605554416412,0.720178829050843,0.000422761804255926,1,0.094850963454204,1.01474384450739e-15,1,0.731662536827868,0.016698032441908,1.43278483237553,-0.164297744260761,1.49743476877499e-13,1,0.016617207719226,1.43521016673712,-0.165223967724608,4.79768817266783e-13,1,0.752851926373946,0.791683235476383,2150691,13534404,"","high_signal",TRUE,0.001,3000,80,5,5,10
1638011,"min",0.75,0.620178273773499,0.11502933651376,0.618462111950416,0.642548841577369,0.679545649966342,0.713062825707671,0.720091947857488,0.70980586080997,0.720083992207623,0.732720946908714,0.73237484440291,0.0240867296269529,0.605675597561605,0,198.652789548318,5.99520433297585e-15,0,0.514168009764294,0.984586038724886,0.720083992207623,0.00194478569044922,1,0.0999057184341241,1.95488070175998e-15,1,0.732720946908714,0.0143159035547011,1.43100089317043,-0.154754716786056,7.06232701948769e-13,1,0.0145557626363989,1.43403957132573,-0.156054147998117,1.46840465712709e-12,1,0.745238974230633,0.738200645639385,2218066,13522392,"","high_signal",TRUE,0.001,3000,80,5,5,11
1638012,"min",0.75,0.639663869617142,0.118806623283109,0.638934434937666,0.661311385586887,0.697074746293643,0.688884098982074,0.748041309653448,0.73431125851851,0.748124755662215,0.76108027888187,0.758795756772854,0.0223769506492203,0.615121589008826,0,598.561219383375,4.88498130835069e-15,0,0.488453807610244,0.989412345118855,0.748124755662215,-0.00553171622573696,1,0.108460886045073,4.26621700929294e-15,1,0.76108027888187,0.0242467194259707,1.52682308101506,-0.215573281340992,2.17803730606647e-12,1,0.024590715687035,1.53068306071914,-0.217539085205054,1.30312871604588e-11,1,0.750183270508041,0.71088145494013,2198569,13629623,"","high_signal",TRUE,0.001,3000,80,5,5,12
1638013,"min",0.75,0.605682078243785,0.113892522311494,0.608464413943513,0.62938511684863,0.662327734123624,0.682196552222135,0.706335302340529,0.69557398254786,0.706329761166835,0.714873824469549,0.717250661342363,0.0209207029051169,0.611596484673407,0,247.113914258244,5.99520433297585e-15,0,0.584350737146213,0.985102248474969,0.706329761166835,-0.00181472409169629,1,0.10064768292305,1.17654034662943e-15,1,0.714873824469549,0.0215684963782692,1.48141677817245,-0.182393768479154,3.29753409763119e-13,1,0.0222319558632136,1.48424183339663,-0.1835544692108,8.89065857971142e-13,1,0.742893779238692,0.717624519239305,2194069,13446045,"","high_signal",TRUE,0.001,3000,80,5,5,13
1638014,"min",0.75,0.607549585934806,0.113465181160491,0.606502836637639,0.627357405059077,0.661150875322645,0.684315907481994,0.704623802489487,0.693713014884944,0.704619798955334,0.712108466012028,0.709915727472825,0.0208545684214378,0.618383954424333,0.000333333333333333,1001.001001001,5.32907051820075e-15,0,0.586555859068424,0.983627591389175,0.704619798955334,0.00115935183152498,1,0.0970702130205283,1.31006316905768e-15,1,0.712108466012028,0.00547310790945732,1.48444072539987,-0.189762882049426,3.53763388953136e-13,1,0.0054609256043481,1.48996477247253,-0.19284057382828,1.61573909922737e-12,1,0.739699751045963,0.676051360048834,2217839,13536240,"","high_signal",TRUE,0.001,3000,80,5,5,14
1638015,"min",0.75,0.685158777873268,0.123392232285702,0.683527712145574,0.711446309735391,0.762219768026178,0.808232823102993,0.813391242948543,0.803236471971655,0.813391236119319,0.828677245647067,0.828663247735343,0.0279185975898174,0.645217077157355,0,544.91184482422,5.10702591327572e-15,0,0.510101190967711,0.978706459019843,0.813391236119319,0.00145846121697705,1,0.128232458246051,1.64364521992866e-13,1,0.828677245647067,0.0159359802888693,1.55426071312864,-0.236238125056586,1.56161714670588e-11,1,0.0153706518825214,1.55673072854727,-0.23770836679978,4.70503772979451e-11,1,0.775007258164724,0.862120968724531,2211316,13473672,"","high_signal",TRUE,0.001,3000,80,5,5,15
1638016,"min",0.75,0.639180550078958,0.116856357454346,0.639742213998743,0.66286958590088,0.701431455254738,0.745493875396723,0.748049006959053,0.737198157627943,0.748048596171446,0.757827958306642,0.757508997609288,0.0231273719021365,0.625098778469912,0,369.856507684841,4.66293670342566e-15,0,0.517377539172327,0.985896673729806,0.748048596171446,0.000114981314707411,1,0.108868046092488,1.1584807187622e-14,1,0.757827958306642,-0.0068064189275559,1.50871856002907,-0.20651560080707,3.05056809442779e-12,1,-0.00695198796123117,1.50966655811522,-0.20691718226496,9.57581384556742e-12,1,0.755481111479362,0.815167581518051,2279489,13597298,"","high_signal",TRUE,0.001,3000,80,5,5,16
1638017,"min",0.75,0.621120645858546,0.114344330174912,0.619308246966438,0.641771456280836,0.679339654509291,0.711033773355385,0.725571390345763,0.714158535051326,0.725541909183525,0.735322389521401,0.735339402008625,0.0224632093143983,0.625809051730749,0,160.244987677631,4.88498130835069e-15,0,0.536417053690223,0.987597028614159,0.725541909183525,-0.0030955594738499,1,0.104421263324979,8.81309839921111e-15,1,0.735322389521401,-0.00932304690155432,1.51113674234754,-0.203275839866083,1.35790697205114e-12,1,-0.00958573089789392,1.51280247277151,-0.203948907164089,3.56603839050488e-12,1,0.747472328217874,0.746622544145524,2252066,13418699,"","high_signal",TRUE,0.001,3000,80,5,5,17
1638018,"min",0.75,0.640486278917565,0.117457160892153,0.642256259408637,0.665537867713232,0.705836465040869,0.74748007861719,0.748686416469427,0.738346287309248,0.748668914585039,0.760853215366716,0.763013768117865,0.0232816083045947,0.63382301027362,0,313.986087927138,4.88498130835069e-15,0,0.560134837636882,0.981184297939625,0.748668914585039,-0.00311317685433557,1,0.108182635667474,1.44709429624375e-14,1,0.760853215366716,-0.0254554684985622,1.53061542597424,-0.219484963269345,1.48786124161878e-12,1,-0.024882599965849,1.53644308374064,-0.222466085734708,5.01928295223072e-12,1,0.759145001665863,0.801988134889739,2321698,13462728,"","high_signal",TRUE,0.001,3000,80,5,5,18
1638019,"min",0.75,0.617062363949861,0.115637372661194,0.61760227473386,0.63506521976737,0.663103427181628,0.676604751786807,0.714429488906128,0.701618298089415,0.714442217123173,0.724226864688523,0.722677688341195,0.0174629450335101,0.616208731118262,0,836.943373967195,4.44089209850063e-15,0,0.610458221660117,0.983018501090123,0.714442217123173,0.0012013804571259,1,0.0973798531733124,5.1928831605134e-16,1,0.724226864688523,0.00428682535304503,1.60518822057717,-0.266274373285295,3.26917160009543e-13,1,0.00415893017900096,1.60742118217844,-0.267199315144749,1.45284580662282e-12,1,0.747632282797381,0.663109371682417,2258059,13555017,"","high_signal",TRUE,0.001,3000,80,5,5,19
1638020,"min",0.75,0.595623073261438,0.110813057620131,0.594604642695175,0.613011451904056,0.641137294482187,0.650156410837076,0.691248896877177,0.677250212315762,0.69124916590049,0.700948718533988,0.695552807541012,0.018406809208881,0.604432403871322,0,326.29896965369,4.44089209850063e-15,0,0.507811428282202,0.990797469178587,0.69124916590049,-0.00021507063946096,1,0.0956260926390522,5.99224373824351e-16,1,0.700948718533988,0.00365358246091943,1.44808556268869,-0.16156445466017,3.50282765756068e-13,1,0.00377465237008687,1.45004343810081,-0.162301828203949,9.55109324962677e-13,1,0.732575695518872,0.653143323982544,2231670,13523316,"","high_signal",TRUE,0.001,3000,80,5,5,20
1648001,"min",0.75,0.565688173661713,0.13229484857146,0.569578387218985,0.623747600267093,0.668497491185882,0.704436748795399,0.693416432093145,0.683578025866652,0.693432208380077,0.698769331941339,0.705806173831574,0.0541692130481081,0.452388761363674,0,213.219164073358,5.10702591327572e-15,0,0.557257186442108,0.952459309094467,0.693432208380077,-0.00232614815564888,1,0.127744034718363,6.76791955811495e-16,1,0.698769331941339,0.0144955677507592,1.25894963658115,-0.01340358870833,6.66133814775094e-17,1,0.0147373572048079,1.26067044438907,-0.014263630153731,6.96664947952286e-17,1,0.724035432999237,0.757949002971868,962719,6060308,"","high_dimensional",FALSE,0.001,2000,500,5,5,1
1648002,"min",0.75,0.546627482496434,0.124781744416173,0.548903344066552,0.586625822679875,0.617571321731041,0.629076308874131,0.638846390542467,0.633963184512313,0.638869623662828,0.640378886815721,0.638553952620326,0.0377224786133232,0.450654003564303,0,64.553603895687,7.32747196252603e-15,0,0.646606963429887,0.92066539666491,0.638869623662828,0.00282057842999335,1,0.0922421411663942,4.44089209850063e-18,1,0.640378886815721,0.00887854282817035,1.1051158680909,0.0362921819743289,5.65474111979825e-13,1,0.00868137179175203,1.10585703723623,0.0357761330182276,2.01106789207706e-12,1,0.715106251536451,0.62113897231516,953977,6003971,"","high_dimensional",FALSE,0.001,2000,500,5,5,2
1648003,"min",0.75,0.618278615814325,0.137929057357667,0.619868093650692,0.661218870728926,0.697810691283093,0.713420322905073,0.734415215418115,0.721644330034493,0.73465668672696,0.738767495096039,0.733743735210197,0.0413507770782345,0.469471401591509,0,61.7644820479493,7.7715611723761e-15,0,0.496156429605397,0.95457498271243,0.73465668672696,-0.00969774002749534,1,0.116378070912635,6.24345020128203e-15,1,0.738767495096039,0.00315901086515827,1.20812286810827,-0.00818903953157211,1.06581410364015e-17,1,0.0033617809079088,1.20978545190876,-0.0092041782185532,2.94532216671417e-11,1,0.749411794062207,0.751256479955079,952829,6021980,"","high_dimensional",FALSE,0.001,2000,500,5,5,3
1648004,"min",0.75,0.591050899097985,0.12974949816031,0.603260507098689,0.640078551047238,0.673871182768674,0.706009496606898,0.705675129357722,0.693743006607768,0.705743432248133,0.70710957493529,0.715640251073627,0.0368180439485485,0.478576807271663,0,290.105828455928,9.54791801177635e-15,0,0.605015717347079,0.934814716778989,0.705743432248133,0.0069687918353005,1,0.114692533150148,2.77948775107006e-14,1,0.70710957493529,0.0144063443443465,1.23302411681804,-0.0216704379195138,4.59632332194815e-17,1,0.0144084828767471,1.23410549436819,-0.0208737080491818,1.18238752122579e-16,1,0.735791715481721,0.729479772902864,1003798,5984291,"","high_dimensional",FALSE,0.001,2000,500,5,5,4
1648005,"min",0.75,0.554031835259542,0.128168166402869,0.54330476676225,0.597233242497526,0.640462707412611,0.657478601304574,0.66730911676498,0.658730797810347,0.667396992656529,0.677436359796729,0.665025226146473,0.0539284757352758,0.444940111180961,0,448.247116138487,7.99360577730113e-15,0,0.66526143722647,0.927529722512796,0.667396992656529,0.00921568062658641,1,0.113365157396987,5.32907051820075e-18,1,0.677436359796729,0.00954644623588308,1.2101287840768,0.00698648865426172,1.48120855580913e-11,1,0.00927444360975901,1.21139637111306,0.00652048177139789,4.248815632657e-11,1,0.727248001322095,0.711314206011435,1037044,6017617,"","high_dimensional",FALSE,0.001,2000,500,5,5,5
1648006,"min",0.75,0.529619707898276,0.121614444197579,0.528328362611001,0.57030979918299,0.603640559982603,0.626156087355271,0.610937615112586,0.609492889660837,0.610939834055385,0.611861942637411,0.612038189574948,0.0419814365719899,0.44256789687271,0,149.105231616904,1.35447209004269e-14,0,0.631771451400205,0.925760537008856,0.610939834055385,0.000283445974400988,1,0.081320126157109,3.99680288865056e-18,1,0.611861942637411,0.00597944185569114,1.0838214663863,0.0378487341960188,5.95921223478513e-12,1,0.00576050139963165,1.0875343751654,0.0368775242308226,3.07818986966524e-11,1,0.700123826857494,0.698588186244546,969197,6021623,"","high_dimensional",FALSE,0.001,2000,500,5,5,6
1648007,"min",0.75,0.631840029692616,0.145319849401223,0.631251312951891,0.683264058047982,0.72776577619405,0.749771459226522,0.75179058352712,0.743545563637755,0.751791991055265,0.756061633386553,0.749997770479512,0.0520127450960907,0.461088593886822,0,376.771037341686,6.21724893790088e-15,0,0.617114537574244,0.928610517988327,0.751791991055265,0.00178890300886192,1,0.119951961362648,5.03597163969971e-16,1,0.756061633386553,0.0137831485492536,1.15529200279905,0.0261019000343599,1.75321095419179e-11,1,0.0139990678641005,1.15724224537801,0.0256923787286598,4.42958697499662e-11,1,0.769239417831272,0.742867183632798,957037,6011860,"","high_dimensional",FALSE,0.001,2000,500,5,5,7
1648008,"min",0.75,0.5657771561345,0.130770400669226,0.565861770244403,0.608697256734504,0.643660773504976,0.654544531054735,0.673504608375494,0.663484891800302,0.673560778107932,0.680567492133722,0.677418649697767,0.0428354864901015,0.449408286805008,0,409.459330185523,6.43929354282591e-15,0,0.581429371596696,0.946751798115754,0.673560778107932,0.0089394908047876,1,0.107783621973432,2.66453525910038e-18,1,0.680567492133722,0.0146594872618263,1.20823904473001,-0.00302655852428511,1.08038589186066e-11,1,0.0143242676671489,1.21064928869077,-0.00358797093903912,4.56823806560536e-11,1,0.729470137893663,0.677622794773407,1004166,5980408,"","high_dimensional",FALSE,0.001,2000,500,5,5,8
1648009,"min",0.75,0.641082232791053,0.145078605626691,0.640076720715483,0.696977728745669,0.745631482040637,0.773189001464783,0.763594929371957,0.752185910463765,0.763594841024212,0.775325651967072,0.776821191340735,0.056901008030186,0.460933762571763,0,71.0917520522032,7.99360577730113e-15,0,0.593439639921206,0.934273655768021,0.763594841024212,-6.87753615687633e-05,1,0.122512608233158,6.39266417579165e-16,1,0.775325651967072,0.0143248578316674,1.21372738448306,-0.00277340967697598,2.60337130741917e-11,1,0.0143090882382745,1.21574863805433,-0.00377989922353136,4.77275052812587e-11,1,0.774342637291985,0.807010589255472,975856,6052760,"","high_dimensional",FALSE,0.001,2000,500,5,5,9
1648010,"min",0.75,0.605729653198071,0.138960651228382,0.612796299227977,0.657534971974908,0.696639860317421,0.697865610111027,0.731444212566808,0.717794727816552,0.731428734994,0.738979505814114,0.743274065160094,0.0447386727469314,0.46640299904242,0,61.2852944684189,9.54791801177635e-15,0,0.57091521331777,0.950993340066441,0.731428734994,0.00448329503883598,1,0.125699081795928,2.18314255562291e-15,1,0.738979505814114,0.0124962929135159,1.23605508657826,-0.0097357131126497,4.11721243764873e-11,1,0.0122445777005637,1.23811388230742,-0.010340962818167,5.01925528917369e-11,1,0.752754384174537,0.735855008524364,989363,6000286,"","high_dimensional",FALSE,0.001,2000,500,5,5,10
