"seed","selection","truth","direct","raw_label","index_projection","sudo","scaled","orthogonal","targeted_projection","targeted_sudo","pit_intercept_tilt","pit_affine_tilt","affine_calibrated_sudo","correction","kappa","clipping_rate","max_inverse_information","direct_contrast_spread","target_failure","index_rmse","index_correlation","pit_intercept_tilt_theta","pit_intercept_tilt_intercept","pit_intercept_tilt_slope","pit_intercept_tilt_tilt","pit_intercept_tilt_score_error","pit_intercept_tilt_converged","pit_affine_tilt_theta","pit_affine_tilt_intercept","pit_affine_tilt_slope","pit_affine_tilt_tilt","pit_affine_tilt_score_error","pit_affine_tilt_converged","affine_calibrated_sudo_mean_intercept","affine_calibrated_sudo_mean_slope","affine_calibrated_sudo_mean_tilt","affine_calibrated_sudo_max_score_error","affine_calibrated_sudo_convergence_rate","oracle_sudo","oracle_orthogonal","sample_signature","fold_signature","error","cell","gating","clip","cell_n","cell_p","outer_folds","inner_folds","replication"
1618015,"min",0.75,0.669434442012316,0.140229846786431,0.670940503031124,0.695448973665243,0.718132880795258,0.725699500927754,0.737825211810289,0.730188106022121,0.737855300733705,0.738119729931149,0.735576109583712,0.0245084706341191,0.48066887503292,0,100.007045665287,7.54951656745106e-15,0,0.417697852975272,0.971295210246813,0.737855300733705,-0.00421304368594505,1,0.0684208587213887,8.730497806179e-15,1,0.738119729931149,-0.00455760940713981,1.10527259096977,-0.00178781027620491,2.50665364021074e-11,1,-0.00453394958760167,1.10651300227757,-0.00267162726337228,4.46425627946094e-11,1,0.752646603656446,0.751254366180919,2255362,13623041,"","randomized",TRUE,0.001,3000,80,5,5,15
1618016,"min",0.75,0.663685776931149,0.134817758023745,0.665456487998086,0.681500582320964,0.696426653744278,0.700888227099437,0.712679619083178,0.705361495079022,0.712708105961457,0.715923985435571,0.717999353492861,0.0160440943228782,0.4819500013541,0.000333333333333338,1001.001001001,1.22124532708767e-14,0,0.36701533714707,0.979554737402708,0.712708105961457,0.0026954866536222,1,0.0490223290303078,2.78029451313463e-14,1,0.715923985435571,0.00880085783197034,1.10196249961954,-0.0154328522734125,7.54951656745107e-18,1,0.00902453071971059,1.10303774190406,-0.0155151058505501,3.5287586556502e-11,1,0.749806149352919,0.723409334609839,2214777,13527231,"","randomized",TRUE,0.001,3000,80,5,5,16
1618017,"min",0.75,0.739296868723025,0.150099907352243,0.743242118688469,0.769795908571751,0.79652950067044,0.829991960838863,0.814813089567402,0.80633171561227,0.814812721958307,0.818148374654133,0.826081235868397,0.0265537898832818,0.501687099353735,0,230.178349139921,7.54951656745106e-15,0,0.395230478261955,0.973022646267098,0.814812721958307,-0.000138669586415523,1,0.0755158532352819,7.09232376531569e-13,1,0.818148374654133,0.00711393729587874,1.16190263285297,-0.0408426035751091,1.96879549700194e-17,1,0.00743882809467501,1.16556175208823,-0.0429959147065363,6.62803145701218e-16,1,0.789532915367322,0.851852667980395,2227616,13651057,"","randomized",TRUE,0.001,3000,80,5,5,17
1618018,"min",0.75,0.762452705236871,0.148592778910341,0.762107681206892,0.782479845720802,0.803805307574067,0.824365859294025,0.843873467657626,0.828719525276712,0.843858241386496,0.849745062668078,0.848478007329583,0.0203721645139099,0.511431074408901,0.000666666666666656,1001.001001001,7.32747196252603e-15,0,0.306879391373788,0.97980164514327,0.843858241386496,0.00184152500694377,1,0.0814055361496252,9.51541956339952e-12,1,0.849745062668078,0.0100757701034117,1.17532373069571,-0.0463836953299591,1.45720472725467e-15,1,0.0101311778654844,1.17627668268011,-0.0466317933775865,2.59755180328132e-15,1,0.789527554314846,0.847500929816537,2196909,13494009,"","randomized",TRUE,0.001,3000,80,5,5,18
1618019,"min",0.75,0.754705903060508,0.149460983080856,0.749407171583358,0.77718686712536,0.805142925658089,0.828379094920789,0.833667861547382,0.82234423282433,0.833661055957602,0.840221302176007,0.835682259262771,0.027779695542002,0.50158213514516,0,583.15132005399,7.99360577730113e-15,0,0.354931305828417,0.973597013666742,0.833661055957602,-0.00104895511338985,1,0.0789551528970945,2.77536541896476e-12,1,0.840221302176007,0.00672191895413271,1.15267302342501,-0.02970783290145,2.29742151229099e-16,1,0.0063746634777917,1.15590331384004,-0.0319174849360697,1.04888320251462e-15,1,0.781649740124263,0.807748194023538,2196282,13416663,"","randomized",TRUE,0.001,3000,80,5,5,19
1618020,"min",0.75,0.660625336369027,0.134941658676228,0.661246916033561,0.67939354281516,0.6964458713719,0.618931608152908,0.727532546856979,0.714664295693608,0.727533707499082,0.730493477964801,0.724057793588247,0.0181466267815987,0.484455529797123,0,451.684160317911,9.10382880192628e-15,0,0.353456402672725,0.981918759941771,0.727533707499082,0.00402239279670774,1,0.066908371130055,6.96555405947189e-14,1,0.730493477964801,0.00981806586146106,1.13419067995163,-0.0187816214848565,7.72715225139109e-17,1,0.0098866128355601,1.13527407697899,-0.019304746430037,5.81016716220499e-17,1,0.741938991287112,0.528170210428855,2202268,13530071,"","randomized",TRUE,0.001,3000,80,5,5,20
1628001,"min",0.75,0.636061252852035,0.122343643645656,0.635258260951187,0.652941444984346,0.671046960094642,0.700498624975982,0.711729231683002,0.694981344660151,0.711770542274473,0.712691338295423,0.713515660389334,0.0176831840331589,0.505900341270358,0.000666666666666657,1001.001001001,5.10702591327572e-15,0,0.43611677958739,0.991709778339984,0.711770542274473,0.00215842002125783,1,0.0757092894224374,6.2085006765263e-12,1,0.712691338295423,0.00580967211997045,1.24376980621339,-0.0784224429042022,2.24063730532483e-14,1,0.00570900953339482,1.24531140304311,-0.0790555397268679,4.5869511892486e-14,1,0.735837849818854,0.718656851880495,2245452,13466277,"","confounded",TRUE,0.001,3000,80,5,5,1
1628002,"min",0.75,0.645333268951575,0.120789761585378,0.643884003071993,0.651997535007504,0.66026809811775,0.702579537293752,0.708325496200625,0.691009116872919,0.708359571151634,0.713373257130819,0.711531064341096,0.00811353193551045,0.504792183342958,0.000333333333333348,1001.001001001,6.21724893790088e-15,0,0.448322318589991,0.990949852355605,0.708359571151634,0.00391610311090668,1,0.063026302200059,3.8495979737263e-12,1,0.713373257130819,0.0285652674621523,1.25194779711356,-0.0945503073372011,1.38541770648241e-14,1,0.0283138941949053,1.25400589950586,-0.0958059661525792,7.50159194022141e-14,1,0.741332360717115,0.740259862284218,2113907,13504560,"","confounded",TRUE,0.001,3000,80,5,5,2
1628003,"min",0.75,0.671542602604531,0.122502269130287,0.673671152207014,0.680314941447968,0.687542558766879,0.747186128196014,0.741335318457899,0.724266301951178,0.741424322533832,0.744558060719874,0.744141343475106,0.00664378924095421,0.521044299849354,0.000333333333333333,1001.001001001,4.44089209850063e-15,0,0.436194364305473,0.988827425798709,0.741424322533832,0.00446481160359549,1,0.0698817199293007,2.76504377912564e-11,1,0.744558060719874,0.0373704646232782,1.25474599207088,-0.0980573284030086,9.54165265317404e-14,1,0.0375151577103238,1.25600754012252,-0.0988823839710635,1.89527467793956e-13,1,0.746828027364671,0.801710932784401,2119463,13484642,"","confounded",TRUE,0.001,3000,80,5,5,3
1628004,"min",0.75,0.622599866809164,0.117624238049356,0.622008475434484,0.633811296033314,0.645797921946103,0.686787282231925,0.684890294092651,0.67001035969685,0.684858350549403,0.685216229077066,0.687202977093332,0.0118028205988301,0.503863169197091,0,620.425127073928,6.21724893790088e-15,0,0.438584826845577,0.991713027822759,0.684858350549403,-0.00303575989654331,1,0.0622584837402399,2.30219443508872e-12,1,0.685216229077066,0.00370012782458458,1.24684700475165,-0.091070550012718,1.99040783854798e-14,1,0.00376667913839119,1.24837109328093,-0.0918574809644195,1.07472919452789e-13,1,0.724011641831719,0.708033444399812,2246276,13505832,"","confounded",TRUE,0.001,3000,80,5,5,4
1628005,"min",0.75,0.676485822579172,0.130619424845973,0.674894848233612,0.691994798905825,0.709351052900773,0.757715046275901,0.759841447554628,0.742194960992821,0.759823815196525,0.763664500397568,0.758909699924042,0.0170999506722123,0.503719262252061,0.000333333333333337,1001.001001001,5.77315972805081e-15,0,0.479683708159682,0.985068813308595,0.759823815196525,-0.00363495390242754,1,0.083337992617353,5.88933909047758e-12,1,0.763664500397568,0.00333442966019368,1.2667662045338,-0.0932848774919727,3.20374837770032e-14,1,0.00343907429346875,1.26863623122811,-0.094694348773253,5.79887989478796e-14,1,0.765211766358773,0.809510627893537,2224285,13527765,"","confounded",TRUE,0.001,3000,80,5,5,5
1628006,"min",0.75,0.60716060650754,0.113372945805444,0.607369710149497,0.616679944630448,0.626287425384766,0.675029165646956,0.666652410194951,0.654449024541173,0.666644512843502,0.665795640339353,0.666112540595472,0.00931023448095036,0.507856294210768,0.000666666666666665,1001.001001001,6.66133814775094e-15,0,0.47566808724212,0.984092981746431,0.666644512843502,0.00309459852476143,1,0.059483906335962,4.29315301827179e-12,1,0.665795640339353,0.015639293360691,1.21445822127036,-0.0715755498652285,2.35595247014923e-14,1,0.015396572115578,1.21564796021876,-0.0726405157664114,6.77139825692545e-14,1,0.714522721649724,0.717400036704969,2151620,13420441,"","confounded",TRUE,0.001,3000,80,5,5,6
1628007,"min",0.75,0.723171778716345,0.135632220440063,0.724475623688615,0.740640743857358,0.758546555880169,0.809545916111669,0.80647846821936,0.790047593214362,0.806478130412646,0.80739059494872,0.810846156318274,0.0161651201687438,0.525545116351391,0.000333333333333336,1001.001001001,5.10702591327572e-15,0,0.415652149510531,0.987648713772655,0.806478130412646,6.04325686403661e-05,1,0.083306351696301,5.40308538650909e-18,1,0.80739059494872,0.0103195789885842,1.28125661597104,-0.119178031015141,9.53647531313588e-14,1,0.0109581373390877,1.28365999686808,-0.121071070031631,4.87870253455351e-13,1,0.781426774620262,0.844691633038215,2203206,13482330,"","confounded",TRUE,0.001,3000,80,5,5,7
