"stage","estimator","n_reps","mean_est","bias","mc_se_bias","sd","rmse","mean_se","coverage","mc_se_cov"
"3k","improper_plxgb_t1.5",100,1.40181343016406,-0.0981865698359392,0.0144797400099373,0.144797400099373,0.174348004579721,0.120001114659327,0.78,0.041424630354416
"3k","improper_plxgb_t3",100,2.84062150302121,-0.159378496978794,0.016932293378422,0.16932293378422,0.231916059481576,0.122190792433114,0.62,0.0485386443980464
"3k","boot_plxgb_t1.5",100,1.40560535601425,-0.0943946439857495,0.0144511656558734,0.144511656558734,0.1720032892294,0.129579001853964,0.85,0.0357071421427143
"3k","boot_plxgb_t3",100,2.84034681030757,-0.159653189692428,0.0169929524375311,0.169929524375311,0.232543380470917,0.143559868606991,0.73,0.0443959457608462
