"family","mean_reference_error","mc_se","min_width","max_abs_surrogate"
"binary-logit",0.00607735048999758,0.00405415874524583,0.119205558665346,13.6320051384433
"binary-cloglog",0.000650470092022824,0.00286557649154794,0.000870278844534167,14.1303397699597
"ordinal-logit",0.00357118158574439,0.00406216058126205,0.0180258751556297,12.4717381909539
"ordinal-cloglog",0.00316065315007256,0.00285979668150326,0.000175869193587475,10.6938181457582
"poisson",-0.00293781775553057,0.00223773493047736,2.33575107542183e-05,6.04362610072672
"negative-binomial",0.000799861962981688,0.00223638290728887,1.21864274438277e-06,6.20092505678066
