"stage","estimator","n_reps","mean_est","bias","mc_se_bias","sd","rmse","mean_se","coverage","mc_se_cov"
"3d","boot_rf_t3_n2000",200,3.03625392230156,0.0362539223015599,0.0190945689689385,0.270037984035413,0.27179083343639,0.177274403193647,0.765,0.02998124413696
"3d","boot_rf_t1.5_n2000",100,1.33989490703202,-0.160105092967982,0.0157630009580949,0.157630009580949,0.224125831879262,0.129384512765781,0.73,0.0443959457608462
"3d","improper_rf_t1.5_n2000",100,1.33080369200217,-0.169196307997832,0.0156281485254614,0.156281485254614,0.229797855183967,0.118763951589288,0.7,0.0458257569495584
