"seed","selection","truth","direct","raw_label","index_projection","sudo","scaled","orthogonal","targeted_projection","targeted_sudo","correction","kappa","clipping_rate","max_inverse_information","direct_contrast_spread","target_failure","index_rmse","index_correlation","oracle_sudo","oracle_orthogonal","sample_signature","fold_signature","error","cell","primary","clip","cell_n","cell_p","outer_folds","inner_folds","replication"
1613006,"min",0.75,0.650026998152723,0.131539733285436,0.650270293691314,0.668225032726133,0.685145056483043,0.682134872248701,0.706804197059687,0.697611372305072,0.017954739034819,0.485165271458792,0,325.613802189368,7.7715611723761e-15,0,0.378146267187034,0.97363689398427,0.731548685886949,0.691175891138081,2158739,13539984,NA,"randomized",TRUE,0.001,3000,80,5,5,6
1613006,"one_se",0.75,0.597731951510752,0.131539733285436,0.599896488352592,0.63335438284002,0.661949488699127,0.679386484707815,0.701885430127119,0.685151027331781,0.0334578944874286,0.460817457647768,0,117.351987127161,6.66133814775094e-15,0,0.440924424018181,0.982655913825731,0.731548685886949,0.691175891138081,2158739,13539984,NA,"randomized",TRUE,0.001,3000,80,5,5,6
1613007,"min",0.75,0.544884605992384,0.115660558872081,0.542873686281929,0.571161610248548,0.594319623966392,0.618863814229449,0.609518386303986,0.60305838383189,0.0282879239666191,0.450142708251934,0,593.822870099921,7.32747196252603e-15,0,0.387258478086767,0.974581273058621,0.68335923904823,0.634941324448315,2202234,13531233,NA,"randomized",TRUE,0.001,3000,80,5,5,7
1613007,"one_se",0.75,0.478862317825551,0.115660558872081,0.476314180333089,0.52809407338219,0.565812792748158,0.6001171788395,0.588857697356065,0.57557313443447,0.0517798930491007,0.421444739176955,0,186.389367783005,3.10862446895044e-15,0,0.501231498499713,0.980793362906994,0.68335923904823,0.634941324448315,2202234,13531233,NA,"randomized",TRUE,0.001,3000,80,5,5,7
1613008,"min",0.75,0.666895583580961,0.132412400401656,0.665245487885176,0.687322566052444,0.70903007475329,0.736060589078593,0.73009916240843,0.722278061798123,0.0220770781672672,0.495779685354419,0.000333333333333348,1001.001001001,7.54951656745106e-15,0,0.318984596316577,0.979290288321181,0.73583372773565,0.751543800390535,2242420,13533619,NA,"randomized",TRUE,0.001,3000,80,5,5,8
1613008,"one_se",0.75,0.609773886583343,0.132412400401656,0.609614907063917,0.646604868390267,0.679433853664886,0.711637990899639,0.722428504871918,0.705089197686056,0.0369899613263498,0.470201669788063,0.000333333333333348,1001.001001001,9.32587340685131e-15,0,0.382341816413432,0.984939709109515,0.73583372773565,0.751543800390535,2242420,13533619,NA,"randomized",TRUE,0.001,3000,80,5,5,8
1613009,"min",0.75,0.659422988433238,0.133209089347472,0.656139750202133,0.67988844606644,0.702189943849372,0.717245283153272,0.728007984185677,0.717331111616878,0.0237486958643074,0.484286731859782,0.000333333333333342,1001.001001001,8.21565038222616e-15,0,0.32363604564414,0.982902311484745,0.743815676881561,0.778222302384723,2197961,13538058,NA,"randomized",TRUE,0.001,3000,80,5,5,9
1613009,"one_se",0.75,0.590630632803459,0.133209089347472,0.588011375225401,0.633195906617439,0.670947669736545,0.700396076608104,0.711203090541068,0.692467287683866,0.0451845313920379,0.455189894142583,0,759.83121674218,3.99680288865056e-15,0,0.439078907974171,0.987556328467851,0.743815676881561,0.778222302384723,2197961,13538058,NA,"randomized",TRUE,0.001,3000,80,5,5,9
1613010,"min",0.75,0.571445099713869,0.118542270319958,0.572071551591261,0.591722135334475,0.609256598596524,0.614251124748168,0.621247793075323,0.616015113815834,0.0196505837432144,0.471546083014678,0,184.074639724752,6.66133814775094e-15,0,0.415373934127768,0.972703156770435,0.69352437069989,0.630050930394519,2261984,13498369,NA,"randomized",TRUE,0.001,3000,80,5,5,10
1613010,"one_se",0.75,0.5153133570643,0.118542270319958,0.517372037795964,0.554485617757501,0.584061860334662,0.607606505891456,0.618252447501048,0.60417700187021,0.0371135799615365,0.443489597831799,0,78.5336203600637,2.88657986402541e-15,0,0.515885784312473,0.980961054453024,0.69352437069989,0.630050930394519,2261984,13498369,NA,"randomized",TRUE,0.001,3000,80,5,5,10
1613011,"min",0.75,0.708063839036342,0.142842498785662,0.711164924129594,0.737330544252548,0.763020055999685,0.811735777007042,0.781203895071408,0.773249772569191,0.0261656201229541,0.495409245347118,0,222.161028028616,7.99360577730113e-15,0,0.355372754088588,0.977989320580145,0.78041305504298,0.83975876662175,2210072,13554262,NA,"randomized",TRUE,0.001,3000,80,5,5,11
1613011,"one_se",0.75,0.639232988141648,0.142842498785662,0.640096742625294,0.687716436632002,0.729327417372086,0.77919646919249,0.768722395581804,0.752587724446206,0.0476196940067084,0.466330450354234,0,89.8757226629127,3.33066907387547e-15,0,0.473054054468718,0.978461192292228,0.78041305504298,0.83975876662175,2210072,13554262,NA,"randomized",TRUE,0.001,3000,80,5,5,11
1613012,"min",0.75,0.659490758879319,0.133626490102854,0.65508457784576,0.682875725196076,0.709083706399939,0.732536361937995,0.72147642613799,0.714846650334031,0.0277911473503158,0.485340817631303,0,971.647640748243,8.88178419700125e-15,0,0.361219155011435,0.979632132729563,0.748176735448028,0.780177972202816,2207734,13591143,NA,"randomized",TRUE,0.001,3000,80,5,5,12
1613012,"one_se",0.75,0.590353770982041,0.133626490102854,0.588755771546841,0.633806223845054,0.671375458304814,0.707216431129323,0.70984795691801,0.692275476653836,0.045050452298213,0.454724968515266,0,254.645182088209,4.2188474935756e-15,0,0.49543110716386,0.98233825967273,0.748176735448028,0.780177972202816,2207734,13591143,NA,"randomized",TRUE,0.001,3000,80,5,5,12
