"n_iter","bias_t1.5","bias_t3","worst_abs"
5,0.0130046076331265,-0.0260275275738788,0.0260275275738788
8,0.0141955744821336,-0.0274432189800917,0.0274432189800917
12,0.0152409782784166,-0.0345292129752228,0.0345292129752228
3,0.00303250887581408,-0.0748885180610941,0.0748885180610941
