"arm","sudo","sudo_mi","T_U_plug","T_W_plug","T_U_os","T_W_os","PL_OS","B_total","B_X","B_D","B_D_first","B_X_first","direct_treat_err","mean_lambda","mean_nz","d_selected","min_p","min_q","oracle","n","p","seed"
"unpen",1.65596537735971,1.64944124287059,1.71661844269936,1.71543980971827,1.64972729031636,1.64161702078703,1.63224399995395,0.00786910216564167,-0.102085106624286,0.109954208789928,0.117289845802514,-0.114559155523523,0.217566687069128,0.033912237190425,21,1,0.218246905982538,0.0700676042611223,1.60151355815939,1000,500,1011072
"pen",1.4112329514345,1.44148157714755,1.28330877722286,1.28322942118863,1.58381280699557,1.59567493387706,1.60444068057909,-0.151594015085503,-0.0405872283933444,-0.111006786692159,-0.115808347483542,-0.0558237606310886,-0.216426364266338,0.0332018984907871,21.6,1,0.20793508882967,0.0536561615826159,1.59040275713859,1000,500,1011073
"unpen",1.59590858171057,1.63028510797896,1.69948062435004,1.69932138263727,1.6189385083533,1.61107503790165,1.60513864964842,0.0312836499711631,-0.0730292169473359,0.104312866918499,0.107925585108742,-0.086845042398362,0.200051512827823,0.0348842967427948,20,1,0.204563821013519,0.0525402660649271,1.59040275713859,1000,500,1011073
"pen",1.34439888090906,1.36371449338818,1.21414911721831,1.21421088800093,1.48639669273944,1.49499254118485,1.50136261913975,-0.204009678520464,-0.0612704450993201,-0.142739233421144,-0.15359670060595,-0.0755571223974288,-0.285415084743071,0.0301068666623562,34.2,1,0.261399575505389,0.0992993927247781,1.50276905729744,1000,500,1011074
"unpen",1.49021710667451,1.52893401832168,1.58125468056548,1.58137774738083,1.52764601958769,1.52254984972445,1.51875780240642,-0.0513538318699645,-0.0925907124902581,0.0412368806202936,0.0442022951039361,-0.107534230456208,0.0818947690726228,0.0331228678016839,25.4,1,0.268667930352496,0.0873081022641033,1.50276905729744,1000,500,1011074
"pen",1.6097003398737,1.6150095160339,1.40820114498521,1.40830502348232,1.76189366164769,1.77892966421091,1.79119568333514,-0.12825623662355,-0.0826329001826683,-0.0456233364408818,-0.0491123960581915,-0.0994041541485355,-0.0912392189146099,0.0419633540636718,9,1,0.282664405470922,0.109699226514986,1.78656722668278,1000,500,1011075
"unpen",1.83716881883875,1.84200515262722,1.91507431181506,1.91515171883937,1.78235972846552,1.78770400346129,1.79020376896655,0.0932997102414771,-0.119291440990109,0.212591151231587,0.22381916280718,-0.137206392349341,0.41576719937386,0.0511204911693526,2.8,1,0.338345597700588,0.115929510872952,1.78656722668278,1000,500,1011075
"pen",1.39755255445982,1.4029219684364,1.22835767159398,1.22835261939582,1.50257057045686,1.51097079911144,1.52369600453859,-0.211136423888573,-0.0792145835031409,-0.131921840385432,-0.144969802805997,-0.0969246668082022,-0.271249819348066,0.0402552645483105,12.8,1,0.209269610986647,0.124479549356951,1.58022084965371,1000,500,1011076
"unpen",1.57532901850292,1.58543956952481,1.66600810685086,1.66622729583259,1.53318943253929,1.52460892118997,1.53338958949596,-0.0338554670654453,-0.115736338460611,0.0818808713951661,0.0887381853298018,-0.133386450485769,0.16638959750897,0.0490281868226736,5.2,1,0.291843061322615,0.129101435683446,1.58022084965371,1000,500,1011076
"pen",1.43657754540189,1.43223636605182,1.2538949358664,1.25430621039137,1.57819037320364,1.58040726691834,1.58122549452353,-0.176869757596697,-0.052295275551196,-0.124574482045501,-0.131249456158666,-0.0701110569873812,-0.245842059124603,0.036239732980618,18.8,1,0.335412838615904,0.100449972076255,1.56590290644683,1000,500,1011077
"unpen",1.63110974730551,1.63260057253056,1.69888598521017,1.69927176381771,1.61402776871765,1.5993688247928,1.59805881397457,0.0142596276588518,-0.0883840097094605,0.102643637368312,0.106328998797574,-0.104540970650278,0.199097589356704,0.0393213428352716,13.2,1,0.342630313156926,0.102693141627421,1.56590290644683,1000,500,1011077
"pen",1.32442926450208,1.32446733461125,1.18339133352149,1.18396556505748,1.44478887148345,1.45543159653507,1.44999149225642,-0.18683222229851,-0.0235570823877829,-0.163275139910727,-0.168067293768709,-0.0432426694996236,-0.315883445545027,0.0332226727506478,25,1,0.237221284342468,0.0748308876330607,1.43019942383439,1000,500,1011078
"unpen",1.5106851670169,1.51615325512514,1.59419772750651,1.59447587480752,1.46371685762861,1.46431729814677,1.44996929424293,-0.00654285805835065,-0.0568939243376703,0.0503510662793196,0.0515185747863039,-0.0738311640445447,0.0947911281830861,0.0349784960218634,20.4,1,0.22970314128953,0.0694911377137897,1.43019942383439,1000,500,1011078
"pen",1.67662091806502,1.66098462565935,1.49486409719315,1.49467873562469,1.80044773529997,1.82427146272767,1.8735778875455,-0.0848899403614093,-0.0824753614585066,-0.00241457890290267,-0.00291459014982398,-0.0928720947736545,-0.00601645843805967,0.0341168551825929,20.2,1,0.197096932979824,0.0508697721093909,1.88176105795506,1000,500,1011079
"unpen",1.86574467183557,1.85885487539755,1.9181173350147,1.91801107256373,1.8215593496803,1.83808748785775,1.87334648521362,0.104407442580829,-0.110638404827427,0.215045847408257,0.225940377165335,-0.122767878570129,0.417377578499622,0.0346305720914109,18.4,1,0.195458672096164,0.0504988350380923,1.88176105795506,1000,500,1011079
"pen",1.2712100412123,1.2619142120213,1.10422686874989,1.10416785572435,1.35014147728558,1.37792759503556,1.38147482163046,-0.241851074144886,-0.0435274054372442,-0.198323668707642,-0.212263152717287,-0.0608250951551823,-0.396235027922997,0.0362333651735138,18,1,0.226139604213765,0.0816586880372812,1.31870897143107,1000,500,1011080
"unpen",1.44323657052829,1.43595172272041,1.52262719505774,1.52296915752484,1.35653329301712,1.36776104699953,1.38554858771529,-0.0675167458532858,-0.0787991668176472,0.0112824209643614,0.0116203188721175,-0.0941370378868564,0.0222925318715046,0.0372764607235771,18.8,1,0.209705279467956,0.0645063370855022,1.31870897143107,1000,500,1011080
"pen",1.65929188677804,1.67672323308959,1.54862082275178,1.54909707870141,1.77849734042319,1.81023115828003,1.79086767441622,-0.0645646894915967,-0.0894892822851676,0.0249245927935708,0.0267507469966286,-0.104501131790595,0.0491637381955547,0.0323221875567581,21.8,1,0.237173218784037,0.0624450638081741,1.83716129663253,1000,500,1011081
"unpen",1.83802872232501,1.86211469674748,1.95258550353616,1.95317734373857,1.79928507713865,1.81790082266199,1.79339102509917,0.112866200762595,-0.116055107315711,0.228921308078306,0.242550027185148,-0.133788386865055,0.453054623793913,0.0344601661202989,17.6,1,0.198768421012401,0.0541004437630571,1.83716129663253,1000,500,1011081
"pen",1.4611280060958,1.46534378395992,1.32847674744354,1.32854330058027,1.57736196225482,1.58522152627798,1.59473901656721,-0.146008510565112,-0.057928823049101,-0.0880796875160113,-0.0923341570636371,-0.0771638135737341,-0.17159303914772,0.0384398586529272,10.2,1,0.355986275249085,0.103096790875019,1.60421057790495,1000,500,1011082
"unpen",1.66919633099172,1.67536844657477,1.79598798216046,1.79605674821273,1.59635815411706,1.58721665456775,1.58831739384817,0.0585731773611665,-0.0956871835155537,0.15426036087672,0.15953558413225,-0.113270232481115,0.295950232009036,0.0405338127379376,7.6,1,0.361185123690503,0.08904692085362,1.60421057790495,1000,500,1011082
"pen",1.63662652619265,1.65635787272697,1.50382558500067,1.50369749241268,1.7459514265031,1.77074435418995,1.81726336642429,-0.0788521295278638,-0.0813296439816144,0.00247751445375065,0.00142437727164655,-0.093471937543924,0.00377602993131396,0.0364824244255633,16,1,0.261867118426756,0.0630697177699803,1.85686832813352,1000,500,1011083
"unpen",1.84548062865653,1.87504677904385,1.98053025789079,1.98029784914721,1.76399095912601,1.76247151377731,1.82512278680036,0.134102527516368,-0.117067491745826,0.251170019262194,0.261428449494302,-0.131416970367093,0.48035572063699,0.0423943686344641,7.2,1,0.264879259294505,0.0582935141091751,1.85686832813352,1000,500,1011083
"pen",1.51349066456851,1.51613297896344,1.35240757415186,1.35210395161138,1.65156487806997,1.65423773978999,1.68183668262926,-0.127098199797777,-0.0513789222763383,-0.0757192775214387,-0.0787790121815678,-0.0689321249535778,-0.147599511486501,0.0376668714380304,15,1,0.313985691568358,0.08410542852728,1.63498222944581,1000,500,1011084
"unpen",1.72583349473458,1.73880937499423,1.82774436237168,1.82747427731501,1.67139420104834,1.65848548753384,1.67810338810258,0.0824099824374469,-0.0886056864324074,0.171015668869854,0.174934111036654,-0.105476327782719,0.327477083011221,0.0440592176269233,8.2,1,0.323765934656036,0.0766401877583181,1.63498222944581,1000,500,1011084
"pen",1.27446543161843,1.28152911651206,1.11192216968342,1.11260155135449,1.40288876022995,1.41727021830575,1.4356320759117,-0.249030253006468,-0.0570660164081507,-0.191964236598317,-0.208888718087661,-0.069184268058624,-0.388145314563107,0.0341671763749215,20,1,0.229258748973012,0.0903564578331531,1.3976013205946,1000,500,1011085
"unpen",1.42994440646126,1.45128232092266,1.50069414038051,1.50112126613615,1.43027858896965,1.43970928496682,1.44588134111113,-0.0873533812147158,-0.0877476776360868,0.000394296421370982,0.000559132097728265,-0.0998843943585006,0.00055814775993716,0.0358698192723202,16.8,1,0.210208211018613,0.0733375589616355,1.3976013205946,1000,500,1011085
"pen",1.207666453234,1.20255502827832,1.04359078171758,1.0436411126242,1.34369232858814,1.35768403342615,1.35669783662157,-0.252764615488544,-0.0206534637975949,-0.232111151690949,-0.24383775307611,-0.0363281079447583,-0.456915066145967,0.0315289181864109,26.8,1,0.199108396400282,0.0638243306368848,1.28021105241909,1000,500,1011086
"unpen",1.36302524147595,1.37074073055818,1.42265081273444,1.42265208147798,1.38061085600243,1.38373225401462,1.36375184280325,-0.0943610213575951,-0.0541947292967366,-0.0401662920608585,-0.0419047798006973,-0.0671164929995588,-0.0777908952534845,0.0331216031739622,22.6,1,0.216628723830674,0.0690604495712655,1.28021105241909,1000,500,1011086
"pen",1.46628262647866,1.46342249319369,1.31987719031728,1.32020398384945,1.59385511291531,1.59490154354804,1.61185684485604,-0.167654642155558,-0.0760181766782285,-0.0916364654773298,-0.0985649963478434,-0.0890303525491765,-0.180351594436506,0.0357897922038817,15.8,1,0.288466787521704,0.111871160922896,1.51633691149551,1000,500,1011087
"unpen",1.66652893733971,1.67013622518886,1.77935580863549,1.77982660095463,1.63357726104446,1.60530119797972,1.60995838841436,0.0274543801633922,-0.11568859492893,0.143142975092322,0.151627409643323,-0.129981269170748,0.279238533796802,0.0394367880556748,10.6,1,0.292255504576965,0.100145620231623,1.51633691149551,1000,500,1011087
"pen",1.27669659443413,1.30579651941927,1.14162414755523,1.14148092999436,1.40372389367186,1.44393026713498,1.4389531641938,-0.231011559039089,-0.0514695765453147,-0.179541982493774,-0.191204830017858,-0.0697823127439311,-0.358457575126556,0.0418093606168197,11.2,1,0.34341096144013,0.135215423423781,1.35233937558428,1000,500,1011088
"unpen",1.47874376437162,1.51749299747617,1.6236924339133,1.62320671783717,1.42940793817309,1.44848631821511,1.44836591229673,-0.0295888330872766,-0.0925934084063828,0.0630045753191062,0.0672383179843187,-0.10965200264816,0.123695474106487,0.0482832219747998,5.4,1,0.357424278036264,0.123825763403798,1.35233937558428,1000,500,1011088
"pen",1.59750567202299,1.61191041130825,1.46074732593706,1.46067055673342,1.74097842088073,1.7548312901202,1.77077216840523,-0.0769212816158494,-0.0569820941584985,-0.0199391874573509,-0.0206880437118823,-0.0720405122566918,-0.0393565229232822,0.0314513724039792,28.6,1,0.179101992349172,0.0712367459778313,1.71879931004436,1000,500,1011089
"unpen",1.76909345582367,1.79637353336399,1.85266001520156,1.85248010709904,1.76296316108354,1.76345987910703,1.78295589711712,0.0946034171163976,-0.0865211826208,0.181124599737198,0.185740338579469,-0.100872592851207,0.352574476091397,0.0333721531928615,24.4,1,0.179322745829827,0.0627814208407158,1.71879931004436,1000,500,1011089
"pen",1.19855555464307,1.22096465349309,1.05286843442918,1.0533371874263,1.33410476603058,1.34845678853021,1.35405752103183,-0.257788644341367,-0.0316015194191359,-0.226187124922231,-0.239905985726307,-0.0526883033203539,-0.44662548874734,0.037190078110021,14.4,1,0.334218867661028,0.118251239844532,1.31673828671001,1000,500,1011090
"unpen",1.36834652483164,1.40699969218479,1.47498355718506,1.47536513540939,1.36409170714779,1.3660503237011,1.36802558468008,-0.0857403645957271,-0.0732870759577667,-0.0124532886379604,-0.0134440812285185,-0.0909085868029298,-0.0246002136931718,0.043908784419664,8.4,1,0.308695119381285,0.105225239642526,1.31673828671001,1000,500,1011090
"pen",1.42172120219561,1.41027628962511,1.25244869871557,1.25252739448078,1.52485074320062,1.53648293488364,1.57210711048245,-0.187873571498427,-0.0631087542927342,-0.124764817205693,-0.133598568476158,-0.0768700543846503,-0.248043297786539,0.0350309523029869,16,1,0.230131728217803,0.0957506399057939,1.5455159580605,1000,500,1011091
"unpen",1.59213248176321,1.59238121606554,1.65809013178237,1.65817564176864,1.56399207655053,1.56201059088598,1.58253989199008,-0.0161994309421837,-0.0966271211101817,0.080427690167998,0.0852093813946633,-0.109795756700646,0.157633742583468,0.0363780966938041,12.6,1,0.236818793000908,0.0854413151353684,1.5455159580605,1000,500,1011091
"pen",1.49836643447245,1.48913215232113,1.31736979564669,1.31746719572836,1.61232398832182,1.63729119155224,1.64863949379581,-0.155675519075816,-0.0641794664626324,-0.0914960526131835,-0.0978235242640145,-0.0792859228180374,-0.182710991908658,0.0341799952306564,22.8,1,0.222621341624899,0.088934130893726,1.57900950195916,1000,500,1011092
"unpen",1.67075179535573,1.68212759666375,1.74607924377731,1.74617977492862,1.63355622298315,1.64381627272241,1.66062718788972,0.024714662927897,-0.0999205283395065,0.124635191267403,0.13192325478451,-0.115544164641174,0.245829632511728,0.0384135957600678,13.4,1,0.260285555614133,0.0850809651959566,1.57900950195916,1000,500,1011092
"pen",1.50496776539881,1.52392591167834,1.39900921674556,1.39822523814896,1.6243098151293,1.64508232374213,1.70183307862493,-0.0945979824880886,-0.0423849760495956,-0.0522130064384929,-0.0548293180761105,-0.0530178780185003,-0.101952196277322,0.029797125878236,26.8,1,0.149690599078789,0.0453505520282555,1.56640208521806,1000,500,1011093
"unpen",1.68572577618862,1.71318253501291,1.80096289658948,1.80027533554896,1.65094752909114,1.64494723354354,1.70415292649522,0.0865447634855794,-0.0716673222344777,0.158212085720057,0.160983170053502,-0.0826312464796341,0.300119768183844,0.0292421872934526,30,1,0.158097383563774,0.0399870648376802,1.56640208521806,1000,500,1011093
"pen",1.48445993641133,1.48182416890744,1.31902128779815,1.3191248773678,1.6179995648416,1.61837704893891,1.62131711683978,-0.155605679264185,-0.0650654733383241,-0.0905402059258611,-0.0961852698936854,-0.0814276214532787,-0.180744624690166,0.0363236305254857,15,1,0.30595341621749,0.113711338495075,1.59521730330299,1000,500,1011094
"unpen",1.67294519005352,1.67589527026596,1.74515684415344,1.74501497235636,1.64283016760167,1.63420007013399,1.6228901115897,0.0297190656280157,-0.0953453083655775,0.125064373993593,0.130279240268712,-0.111396006992288,0.245190493240733,0.0396598909401494,10.8,1,0.267063300079478,0.0855336576701939,1.59521730330299,1000,500,1011094
"pen",1.41828264672922,1.42199041963275,1.27993896819053,1.27955527453571,1.52864536877387,1.53886175872594,1.56385835515473,-0.172198572008396,-0.0615658858276622,-0.110632686180734,-0.118053432657445,-0.0762070441594942,-0.220187171365366,0.0336830678940541,23,1,0.220444525790631,0.0856692354840486,1.50321995272004,1000,500,1011095
"unpen",1.59491642527536,1.60552880614541,1.68991442799464,1.68951456713349,1.55401750913563,1.54748157305031,1.5645110102793,0.00614077077104856,-0.0915732882967095,0.097714059067758,0.102723645196221,-0.10555225499288,0.189860365363088,0.0350977150656154,22.2,1,0.217770120565105,0.0686775322345486,1.50321995272004,1000,500,1011095
"pen",1.46528251264118,1.47256414663814,1.28974396063257,1.28986619356281,1.6567732576024,1.6577232075158,1.6488285424151,-0.124403690781512,-0.0109953380369575,-0.113408352744555,-0.113042200302665,-0.0373786978019348,-0.210415896848748,0.0372760145624699,11.4,1,0.289418128282968,0.0880067802866171,1.58194949611648,1000,500,1011096
"unpen",1.69323101433268,1.70609535457402,1.76832931064091,1.76860105966779,1.71139598506257,1.6876027654299,1.65493729652763,0.0951133125818874,-0.0515370587743916,0.146650371356279,0.144958611228654,-0.071779421522039,0.268330747209143,0.0400207563584816,8,1,0.319528789579405,0.0744409663183681,1.58194949611648,1000,500,1011096
"pen",1.24080766752985,1.22350119645445,1.08869989356477,1.0881736830006,1.320878084857,1.34198292195271,1.3448678398281,-0.246188062711132,-0.0357791795602291,-0.210408883150903,-0.223809097480564,-0.051863226815451,-0.411335341586893,0.0352848005835571,17.8,1,0.209972717022141,0.0803966431897629,1.35004801310089,1000,500,1011097
"unpen",1.4132035696962,1.4009446620589,1.49349182397596,1.49300750041979,1.33827095720956,1.35199490001913,1.34036866999366,-0.0717590914816426,-0.0680849059788369,-0.00367418550280571,-0.00383733922209006,-0.0820951766776786,-0.00654814408881066,0.0346192291825629,20.8,1,0.174965612476383,0.0589408898403464,1.35004801310089,1000,500,1011097
"pen",1.20096716384644,1.20370340650465,1.04078828974197,1.04080398596319,1.30966752517662,1.31468035392775,1.33698441592266,-0.269786934936579,-0.0430383189840433,-0.226748615952535,-0.244388187312873,-0.0593951087546756,-0.458032120253693,0.035736616476162,18,1,0.22992099141523,0.0676569746148485,1.34001619036545,1000,500,1011098
"unpen",1.35490472828146,1.36081552408142,1.4331754242583,1.43314547840761,1.31746768368334,1.30688990971365,1.33978863159079,-0.110102770908707,-0.0776818393614751,-0.0324209315472317,-0.0347660107962678,-0.0914896846007237,-0.0658983121737372,0.0373317486370632,14.2,1,0.22320265452669,0.060313293677688,1.34001619036545,1000,500,1011098
"pen",1.44850787361039,1.45630477006712,1.26949727298262,1.26975795189164,1.61568195839281,1.61315222134924,1.62087714497966,-0.174933396714728,-0.0590041373955331,-0.115929259319195,-0.123337728919543,-0.0785790659566045,-0.230361620597977,0.0378913401964739,13.2,1,0.285546791889862,0.078135507559211,1.62029970724996,1000,500,1011099
"unpen",1.64267225606744,1.66116491772824,1.71072285935293,1.71087572863727,1.65809626248355,1.64283981995618,1.63512488094025,0.01664001466971,-0.0918918696086095,0.10853188427832,0.112366438490781,-0.108677274972605,0.211110441003697,0.0418005630827763,8.6,1,0.287855161470732,0.0767846298859543,1.62029970724996,1000,500,1011099
"pen",1.34658617104547,1.35079403301322,1.13208234822134,1.13169341393886,1.47056232418898,1.49202565721645,1.50663602115384,-0.237196583622165,-0.0516160183887306,-0.185580565233435,-0.197517228022692,-0.0752739118867675,-0.36753471741179,0.0440267828967276,6.2,1,0.374634219236073,0.140362900955046,1.46503083837519,1000,500,1011100
"unpen",1.55780106098343,1.56323074670071,1.61809450411014,1.61774816764986,1.49194446142402,1.49691136869216,1.52012199426367,-0.0313897689221986,-0.0926139361552557,0.0612241672330572,0.0644541840632134,-0.112558734025985,0.118397848528247,0.050475598579295,3.6,1,0.373993462558765,0.113142022234608,1.46503083837519,1000,500,1011100
"pen",1.2887008278179,1.29319672526626,1.16421381021983,1.16443594908662,1.38795399547445,1.40169743447363,1.3975707376126,-0.221103457351225,-0.0528153744550518,-0.168288082896173,-0.18076910778182,-0.0680226218820781,-0.335383354275681,0.0328584933471688,26.6,1,0.258309948027402,0.0752380775972842,1.35075331182101,1000,500,1011101
"unpen",1.44734838843927,1.45897513479634,1.55184423649668,1.55202150708845,1.40757187336856,1.40480000360058,1.40211160921045,-0.0573186219543431,-0.0838022851265812,0.0264836631722381,0.0279331805389106,-0.0974744449535353,0.0519820383190985,0.0339334112999164,23.4,1,0.251659522492552,0.071586582906383,1.35075331182101,1000,500,1011101
"pen",1.31964046184938,1.35793347046536,1.17993318480083,1.18022562521542,1.46557944957433,1.49293480635047,1.50204614398839,-0.215331678962125,-0.0554773554726189,-0.159854323489506,-0.171118565711798,-0.0740207978378424,-0.319805116907705,0.0397769457318854,13.2,1,0.342139669586118,0.114388671192674,1.43404028536811,1000,500,1011102
"unpen",1.50412544272237,1.54821287946388,1.63161150974413,1.63198806219492,1.48703885458504,1.49010968123055,1.50740049905411,-0.0275440502427081,-0.0949606943995458,0.0674166441568377,0.0710740423813984,-0.111361650756438,0.132061325237096,0.0430835421706067,7.8,1,0.349199476140552,0.109048921254714,1.43404028536811,1000,500,1011102
"pen",1.29218064452432,1.31728346219842,1.13781784854161,1.1373476089884,1.42181249658486,1.43387839349559,1.46301164492086,-0.230648532081147,-0.0492841059763559,-0.181364426104791,-0.194018519641286,-0.069099740071713,-0.362303252980406,0.0423089821656458,9.6,1,0.277291491636717,0.099722228398248,1.47524466644914,1000,500,1011103
"unpen",1.49152857740852,1.52177609895842,1.60962884369602,1.60923450359514,1.44530985820246,1.43988608442489,1.47186020125196,-0.0305191744444943,-0.086523387521395,0.0560042130769006,0.0583256340387329,-0.103972997807474,0.10958440817196,0.04488825070723,6.4,1,0.25288836239244,0.0924843531188141,1.47524466644914,1000,500,1011103
"pen",1.53319071534011,1.54325935379022,1.37667386078384,1.37689418695026,1.6806083354608,1.68658345103189,1.69754916345536,-0.134531011458363,-0.0720879828230375,-0.0624430286353251,-0.0666131160292597,-0.087431067191312,-0.123036789218221,0.0337733389118152,20.4,1,0.295642180025358,0.0933607720590994,1.69591285773892,1000,500,1011104
"unpen",1.70676668696344,1.71952726325721,1.76438909061688,1.76454986868266,1.71527616902525,1.709013743653,1.70098377356917,0.0336017738331425,-0.10119748420439,0.134799258037532,0.142038089979424,-0.116707957338617,0.264545290524292,0.0353096801763934,20,1,0.262081939691542,0.0747524993035567,1.69591285773892,1000,500,1011104
"pen",1.60238318326336,1.61985360371815,1.47928228920011,1.47905494842315,1.74801395891162,1.77076850040352,1.80193577690304,-0.0720193455969772,-0.0622763605378879,-0.00974298505908923,-0.0102269517601086,-0.0748504558237856,-0.0195247940223133,0.0338640444026688,19.4,1,0.224816042533542,0.0692410095958494,1.74055154806837,1000,500,1011105
"unpen",1.81003938885448,1.83991779722222,1.93724472370522,1.93709381651024,1.76688645411533,1.775648717246,1.80399387156987,0.13504395579443,-0.0952723235879796,0.230316279382409,0.235182030993955,-0.108900499030396,0.438519310100464,0.0371406063399526,14.4,1,0.232431316176494,0.0604006551397331,1.74055154806837,1000,500,1011105
"pen",1.2288362332115,1.2482991616999,1.10194767566817,1.10165043215356,1.36436149603029,1.36606761510542,1.37556430715374,-0.258750394873596,-0.064139585182537,-0.194610809691059,-0.213894122469838,-0.0783633202621122,-0.397980385780723,0.0375932280029567,15,1,0.22742930258356,0.0992193919100926,1.35602971122406,1000,500,1011106
"unpen",1.39754516198483,1.4230129482993,1.51819321785346,1.51806378744419,1.40772992948936,1.38641176354042,1.38472063042936,-0.0866474189546113,-0.0960857093583962,0.00943829040378494,0.00996428472737419,-0.109655540413708,0.0184125858686407,0.0382076255364498,13.8,1,0.203649401492414,0.0878571501115061,1.35602971122406,1000,500,1011106
"pen",1.48167758386426,1.50311158066951,1.30513696931429,1.30507429512093,1.6628037459424,1.66874895820744,1.67943414677186,-0.169997454347306,-0.0726036475514144,-0.0973938067958919,-0.104763129189445,-0.0917872854367227,-0.19500436089554,0.0413449568861853,10.6,1,0.262376558892718,0.0887333846955297,1.67810630485514,1000,500,1011107
"unpen",1.67886758384864,1.70693810323357,1.76902631720808,1.76905986708093,1.68640469606297,1.68886086361541,1.67993287805468,0.0282044803831192,-0.108570745397718,0.136775225780837,0.144655756085624,-0.126044840629609,0.269116200257377,0.049150485443578,5,1,0.271334617418762,0.0847332006489834,1.67810630485514,1000,500,1011107
"pen",1.31562878973642,1.37273157545986,1.19905658903302,1.19838312421459,1.49725267833097,1.50140840809324,1.51306696865847,-0.218507355804968,-0.069633884273822,-0.148873471531146,-0.160980217419519,-0.0885815676886898,-0.30053588859899,0.0413147288610488,7.6,1,0.289815006226303,0.13619794615776,1.50145438811004,1000,500,1011108
"unpen",1.51783278355014,1.57847135433491,1.68215107444112,1.68140211759656,1.53812221210257,1.50391224653891,1.51863107506474,-0.0143543197824148,-0.106912299271353,0.0925579794889378,0.0982495533885147,-0.124571996129397,0.182504248628592,0.0447994724049571,6,1,0.286080836652222,0.109140926555968,1.50145438811004,1000,500,1011108
"pen",1.36047339748399,1.35214216343597,1.17501505652255,1.17482690960681,1.51846316561705,1.53220345460355,1.54528706530525,-0.203904425033068,-0.0403303533617194,-0.163574071671349,-0.173221255539947,-0.0523455787004042,-0.325172161601661,0.0355681298553725,15.2,1,0.200191109871358,0.0906669039482281,1.48123760228042,1000,500,1011109
"unpen",1.54491601524641,1.54733556039706,1.60239098924888,1.60212170666894,1.57928093191978,1.57702911250016,1.55756179294376,-0.0201187289958242,-0.0724178851092972,0.052299156113473,0.0544286508033881,-0.0829751834845965,0.102546978112909,0.0369538153339036,13.4,1,0.211197835119906,0.0794257347977589,1.48123760228042,1000,500,1011109
"pen",1.60390060344356,1.5835445940637,1.42367132306361,1.42373059893745,1.73762852081594,1.75611509479406,1.73873209472373,-0.117304205333496,-0.0780530974649869,-0.0392511078685095,-0.0413853366077055,-0.0917669140103729,-0.0766414984258397,0.0353452575047098,18.6,1,0.217637980264297,0.0868696777644787,1.72918854206224,1000,500,1011110
"unpen",1.79966894425949,1.78865030479378,1.87313352839888,1.87267924373134,1.74682771081485,1.75265410171945,1.7306234780986,0.082399738750433,-0.109973520202368,0.192373258952801,0.20201622879904,-0.1241891312883,0.372463069356877,0.0369166141105871,16.8,1,0.209222872936464,0.0785424809724361,1.72918854206224,1000,500,1011110
"pen",1.33522344203851,1.31520532218371,1.19590865485843,1.19598787365944,1.45761535472968,1.47221785576997,1.45540782035132,-0.169669989702643,-0.00767978948532087,-0.161990200217322,-0.165376690239712,-0.0225231735323693,-0.304106029188808,0.0281309416596442,35.6,1,0.16643187767659,0.046948942480571,1.41438700771044,1000,500,1011111
"unpen",1.50026103710238,1.49480307204586,1.57230095412142,1.57239690993798,1.50745546509553,1.50408176850338,1.47192782679851,0.00173302028784854,-0.0370505606817011,0.0387835809695496,0.0392831414356055,-0.0496752837787369,0.0722859000511942,0.0279335852642356,36.4,1,0.16886529257751,0.0423502571345639,1.41438700771044,1000,500,1011111
"pen",1.52495982112673,1.5192893491647,1.39659326750967,1.39678464157487,1.63016477320784,1.6190663406883,1.654193533306,-0.0797350022573008,-0.0250915550638949,-0.0546434471934059,-0.0549509761632338,-0.0443346839212359,-0.103424630741039,0.0311868289548644,28.8,1,0.198433481801386,0.0343703335885178,1.66296913322731,1000,500,1011112
"unpen",1.71246332828683,1.7123604221488,1.79847276162066,1.79808368232651,1.64160052660836,1.61298625187637,1.65317188073569,0.102830371553719,-0.0570429726439764,0.159873344197696,0.16026230141777,-0.0730569465097941,0.298616126439356,0.032117004938245,26.2,1,0.170602047393351,0.0259024028272173,1.66296913322731,1000,500,1011112
"pen",1.42387134185269,1.3917233405104,1.28730149033309,1.2874847204999,1.50768938483657,1.51087271631707,1.47340152425209,-0.133024960684914,-0.0220167256877782,-0.111008234997136,-0.114173363222741,-0.0403020825631914,-0.212438426194904,0.0251474196313135,54.4,1,0.10443132680368,0.0319596358062144,1.42926974103543,1000,500,1011113
"unpen",1.56493372103753,1.5421828264128,1.62694162802706,1.62698451662657,1.52455207151116,1.50701150938353,1.46537557052994,0.0138269362289819,-0.0528928603515998,0.0667197965805817,0.0686850881072361,-0.0700751572978965,0.127216808433506,0.0262359382777499,49.6,1,0.0939645739494218,0.0302615948608508,1.42926974103543,1000,500,1011113
"pen",1.40058076329841,1.43106363355318,1.29396780572966,1.29413136452785,1.57198586685754,1.56957248047954,1.55558845275685,-0.161787290914842,-0.056245039967319,-0.105542250947523,-0.111809821111544,-0.071091045784939,-0.206234834081096,0.0345218488330773,23.8,1,0.246923488126636,0.0814318871929957,1.62415352021773,1000,500,1011114
